date,team_id,planned_agents,active_agents,absence_count,shift_hours,backlog_start,backlog_end,incoming_tickets,resolved_tickets,avg_handle_time_min,overtime_hours,load_ts
2025-10-03,T008,7,7,0,56.0,9,2,4,11,96.9,0.3,2025-10-03 03:03:00
2025-03-11,T009,13,13,0,104.0,3,0,3,7,21.6,0.4,2025-03-11 02:01:00
2025-04-17,T025,15,12,3,96.0,9,7,5,7,41.9,0.0,2025-04-17 02:32:00
2025-08-01,T030,10,10,0,80.0,10,9,6,7,57.4,0.3,2025-08-01 03:24:00
2026-06-01,T018,13,11,2,88.0,7,4,6,9,71.1,0.0,2026-06-01 02:07:00
2025-01-30,T022,16,15,1,120.0,6,0,5,18,72.3,0.5,2025-01-30 03:54:00
2026-01-07,T020,16,15,1,120.0,4,0,4,8,60.9,0.0,2026-01-07 03:00:00
2026-03-31,T001,20,20,0,160.0,9,7,4,6,34.7,0.1,2026-03-31 03:30:00
2025-07-31,T014,17,17,0,136.0,3,0,4,8,49.1,0.1,2025-07-31 02:22:00
2026-04-28,T007,10,8,2,64.0,6,0,5,13,50.2,0.2,2026-04-28 02:15:00
2025-07-25,T014,17,16,1,128.0,2,5,8,5,36.4,0.5,2025-07-25 02:29:00
2025-08-20,T031,15,15,0,120.0,7,8,6,5,52.2,0.9,2025-08-20 02:57:00
2025-04-14,T010,14,14,0,112.0,4,0,5,9,52.7,0.2,2025-04-14 03:30:00
2026-02-17,T007,10,10,0,80.0,4,0,5,10,41.0,0.0,2026-02-17 02:55:00
2025-02-19,T006,17,17,0,136.0,2,2,1,1,51.9,0.5,2025-02-19 02:58:00
2025-06-25,T017,12,11,1,88.0,2,3,7,6,30.3,0.5,2025-06-25 03:18:00
2025-03-18,T026,10,9,1,72.0,9,7,9,11,48.7,0.0,2025-03-18 02:21:00
2025-08-18,T004,10,9,1,72.0,9,7,5,7,66.7,0.3,2025-08-18 03:32:00
2026-04-07,T002,15,15,0,120.0,7,5,9,11,66.7,1.1,2026-04-07 02:50:00
2026-01-28,T001,20,20,0,160.0,7,1,4,10,45.2,0.0,2026-01-28 03:53:00
2025-08-04,T022,16,15,1,120.0,8,0,11,24,48.4,0.4,2025-08-04 03:27:00
2026-04-07,T012,10,9,1,72.0,7,0,1,8,55.5,0.0,2026-04-07 02:09:00
2026-01-31,T003,9,9,0,67.5,3,2,4,5,29.2,0.0,2026-01-31 02:25:00
2025-03-11,T005,17,16,1,128.0,7,1,5,11,42.8,0.1,2025-03-11 02:32:00
2025-10-10,T020,16,16,0,128.0,3,0,6,11,82.5,0.0,2025-10-10 02:34:00
2026-02-07,T031,13,11,2,82.5,7,6,5,6,36.7,0.1,2026-02-07 02:07:00
2026-06-08,T015,18,17,1,136.0,4,3,5,6,41.8,0.5,2026-06-08 02:50:00
2026-03-31,T002,15,15,0,120.0,4,0,7,15,65.2,0.0,2026-03-31 02:54:00
2026-06-11,T013,17,15,2,120.0,5,0,7,13,23.0,0.4,2026-06-11 02:06:00
2025-04-25,T010,14,13,1,104.0,2,8,11,5,61.8,0.6,2025-04-25 02:10:00
2025-05-09,T008,7,6,1,48.0,11,7,5,9,78.1,0.2,2025-05-09 03:40:00
2025-09-17,T006,17,17,0,136.0,7,2,1,6,34.7,0.2,2025-09-17 02:50:00
2025-07-14,T022,16,14,2,112.0,7,0,9,18,50.4,1.0,2025-07-14 03:53:00
2026-01-01,T013,17,17,0,136.0,8,2,11,17,43.8,0.0,2026-01-01 03:15:00
2026-02-25,T026,10,10,0,80.0,7,1,10,16,59.0,0.2,2026-02-25 02:15:00
2026-03-07,T009,11,11,0,82.5,8,0,8,18,23.6,0.0,2026-03-07 02:15:00
2025-08-01,T003,11,10,1,80.0,7,0,2,9,44.1,0.0,2025-08-01 02:19:00
2025-09-17,T019,12,12,0,96.0,6,1,2,7,28.2,0.2,2025-09-17 02:58:00
2025-08-12,T021,20,20,0,160.0,4,0,5,18,30.5,0.2,2025-08-12 02:48:00
2026-01-16,T008,7,6,1,48.0,9,4,5,10,96.3,0.5,2026-01-16 03:56:00
2026-01-02,T005,17,16,1,128.0,6,4,8,10,25.5,0.2,2026-01-02 03:34:00
2026-02-01,T031,13,13,0,97.5,3,0,7,11,41.2,0.0,2026-02-01 02:41:00
2025-10-10,T004,10,9,1,72.0,5,2,2,5,68.4,1.5,2025-10-10 02:09:00
2025-07-22,T029,20,19,1,152.0,5,0,14,22,20.3,1.3,2025-07-22 03:17:00
2025-03-04,T010,14,14,0,112.0,10,7,10,13,43.0,1.3,2025-03-04 02:42:00
2026-03-05,T016,14,12,2,96.0,2,1,5,6,65.2,0.0,2026-03-05 02:57:00
2025-03-07,T012,10,8,2,64.0,9,6,9,12,95.7,1.0,2025-03-07 02:37:00
2025-01-27,T015,18,18,0,144.0,5,2,6,9,47.4,0.0,2025-01-27 02:29:00
2025-03-11,T003,11,11,0,88.0,6,5,7,8,55.8,1.0,2025-03-11 03:08:00
2026-05-02,T003,9,7,2,52.5,6,3,2,5,33.6,1.1,2026-05-02 03:59:00
2026-04-05,T006,15,15,0,112.5,15,11,6,10,66.5,1.2,2026-04-05 02:50:00
2025-06-30,T029,20,20,0,160.0,13,8,13,18,31.0,0.1,2025-06-30 02:33:00
2026-04-22,T018,13,12,1,96.0,11,8,5,8,63.2,0.0,2026-04-22 03:22:00
2025-02-24,T014,17,16,1,128.0,3,1,4,6,47.2,1.4,2025-02-24 02:59:00
2025-05-19,T031,15,13,2,104.0,6,0,5,11,37.0,0.7,2025-05-19 03:44:00
2026-01-03,T008,5,5,0,37.5,6,4,1,3,77.2,0.2,2026-01-03 03:53:00
2026-05-10,T008,5,3,2,22.5,7,2,6,11,60.2,0.0,2026-05-10 02:47:00
2025-03-01,T005,15,15,0,112.5,6,1,9,14,31.7,0.0,2025-03-01 03:16:00
2025-06-20,T026,10,9,1,72.0,6,4,7,9,45.8,0.0,2025-06-20 02:40:00
2025-06-25,T001,20,20,0,160.0,14,12,10,12,36.9,0.5,2025-06-25 03:28:00
2025-10-05,T004,8,8,0,60.0,4,1,5,8,78.1,1.5,2025-10-05 03:40:00
2025-03-18,T018,13,13,0,104.0,14,14,6,6,63.3,0.1,2025-03-18 02:39:00
2025-03-18,T017,12,10,2,80.0,10,10,6,6,45.0,0.4,2025-03-18 03:47:00
2025-02-13,T026,10,9,1,72.0,6,2,6,10,50.4,0.0,2025-02-13 02:39:00
2025-06-02,T007,10,10,0,80.0,4,0,5,14,29.6,0.1,2025-06-02 03:02:00
2026-04-03,T003,11,10,1,80.0,4,2,3,5,33.4,0.4,2026-04-03 02:57:00
2025-05-03,T005,15,14,1,105.0,5,6,11,10,41.7,1.5,2025-05-03 03:50:00
2025-11-06,T018,13,12,1,96.0,9,3,11,17,64.5,0.9,2025-11-06 02:39:00
2025-10-10,T003,11,11,0,88.0,7,2,4,9,29.9,0.0,2025-10-10 02:21:00
2025-01-19,T009,11,9,2,67.5,5,3,4,6,44.8,0.5,2025-01-19 03:34:00
2026-01-16,T010,14,13,1,104.0,4,0,5,9,38.1,0.0,2026-01-16 03:51:00
2026-01-11,T028,4,4,0,30.0,5,2,2,5,67.3,0.9,2026-01-11 03:05:00
2026-05-29,T026,10,8,2,64.0,5,3,5,7,39.5,0.6,2026-05-29 03:28:00
2025-05-21,T002,15,15,0,120.0,5,3,5,7,37.6,0.1,2025-05-21 02:59:00
2025-01-11,T028,4,4,0,30.0,9,0,3,12,90.3,0.0,2025-01-11 03:43:00
2026-02-18,T007,10,9,1,72.0,4,0,1,7,35.8,0.2,2026-02-18 03:51:00
2025-02-04,T004,10,9,1,72.0,11,8,4,7,83.0,0.4,2025-02-04 03:07:00
2026-05-27,T001,20,19,1,152.0,3,0,8,11,32.7,0.0,2026-05-27 02:00:00
2025-06-17,T001,20,20,0,160.0,9,6,8,11,18.6,0.2,2025-06-17 03:25:00
2025-07-12,T029,18,18,0,135.0,2,0,4,7,33.5,0.1,2025-07-12 03:07:00
2026-06-13,T017,10,8,2,60.0,6,0,7,13,38.1,0.4,2026-06-13 03:52:00
2025-10-25,T029,18,18,0,135.0,4,4,3,3,28.4,1.8,2025-10-25 02:21:00
2025-11-11,T014,17,16,1,128.0,5,2,4,7,58.6,0.2,2025-11-11 03:50:00
2025-10-17,T004,10,10,0,80.0,7,4,4,7,82.3,0.5,2025-10-17 03:54:00
2025-10-30,T022,16,15,1,120.0,13,9,8,12,66.8,0.0,2025-10-30 03:35:00
2025-08-01,T014,17,16,1,128.0,6,1,6,11,48.3,0.3,2025-08-01 03:32:00
2025-03-02,T008,5,5,0,37.5,7,0,1,8,92.9,0.0,2025-03-02 02:47:00
2026-02-11,T008,7,6,1,48.0,9,8,5,6,58.5,0.0,2026-02-11 02:07:00
2025-11-07,T014,17,17,0,136.0,9,2,6,13,59.4,0.5,2025-11-07 02:27:00
2026-03-09,T020,16,16,0,128.0,4,0,5,9,75.3,0.4,2026-03-09 02:38:00
2025-01-23,T003,11,11,0,88.0,9,5,4,8,41.2,0.6,2025-01-23 02:56:00
2025-05-20,T023,18,17,1,136.0,7,2,7,12,24.8,0.4,2025-05-20 03:10:00
2026-03-08,T027,6,6,0,45.0,1,0,4,5,50.1,0.9,2026-03-08 02:39:00
2025-07-07,T019,12,10,2,80.0,7,0,7,15,36.2,0.5,2025-07-07 02:33:00
2026-03-07,T010,12,12,0,90.0,7,0,7,17,49.7,0.2,2026-03-07 03:06:00
2025-07-26,T030,8,8,0,60.0,4,3,6,7,38.6,0.4,2025-07-26 03:37:00
2025-09-24,T021,20,20,0,160.0,8,10,11,9,30.8,0.7,2025-09-24 02:43:00
2025-11-11,T021,20,20,0,160.0,10,7,11,14,26.2,0.2,2025-11-11 03:48:00
2025-11-28,T011,8,8,0,64.0,10,9,9,10,39.3,0.0,2025-11-28 03:07:00
2025-06-03,T001,20,18,2,144.0,8,13,9,4,44.0,0.3,2025-06-03 02:51:00
2026-02-19,T028,6,5,1,40.0,9,5,5,9,72.8,0.1,2026-02-19 02:17:00
2025-09-14,T011,6,5,1,37.5,10,10,1,1,35.2,0.4,2025-09-14 02:17:00
2025-06-21,T023,16,14,2,105.0,5,4,5,6,31.6,0.5,2025-06-21 03:43:00
2025-04-30,T006,17,16,1,128.0,9,8,8,9,74.6,0.0,2025-04-30 03:37:00
2026-03-25,T020,16,15,1,120.0,12,10,4,6,96.3,0.0,2026-03-25 02:06:00
2026-05-11,T032,11,10,1,80.0,10,2,6,14,96.0,0.2,2026-05-11 03:07:00
2025-02-19,T025,15,15,0,120.0,8,2,9,15,30.4,0.6,2025-02-19 03:46:00
2025-10-27,T007,10,10,0,80.0,4,0,8,13,47.5,0.0,2025-10-27 02:05:00
2026-04-18,T007,8,7,1,52.5,5,0,2,13,51.3,0.0,2026-04-18 03:27:00
2025-04-08,T026,10,10,0,80.0,6,2,7,11,58.7,1.5,2025-04-08 03:41:00
2025-05-20,T030,10,9,1,72.0,6,1,6,11,46.4,0.5,2025-05-20 03:40:00
2025-03-11,T024,16,16,0,128.0,11,5,3,9,55.2,0.6,2025-03-11 02:09:00
2025-07-19,T009,11,11,0,82.5,6,4,4,6,32.1,0.0,2025-07-19 03:31:00
2025-08-25,T026,10,10,0,80.0,8,0,10,18,40.5,0.6,2025-08-25 03:22:00
2025-09-15,T019,12,12,0,96.0,5,5,6,6,54.3,0.0,2025-09-15 02:42:00
2025-12-18,T023,18,18,0,144.0,6,1,4,9,53.9,0.1,2025-12-18 02:17:00
2026-01-29,T026,10,8,2,64.0,10,8,9,11,36.2,0.8,2026-01-29 02:37:00
2025-11-28,T016,14,12,2,96.0,6,2,5,9,68.3,0.4,2025-11-28 03:40:00
2026-01-02,T004,10,9,1,72.0,9,7,2,4,68.2,0.0,2026-01-02 02:22:00
2025-04-01,T031,15,13,2,104.0,8,4,6,10,36.4,0.0,2025-04-01 02:53:00
2026-01-05,T016,14,13,1,104.0,8,2,0,6,64.6,0.0,2026-01-05 02:49:00
2025-03-22,T028,4,4,0,30.0,8,6,4,6,73.3,0.3,2025-03-22 03:45:00
2025-09-18,T010,14,14,0,112.0,11,8,9,12,37.0,0.0,2025-09-18 02:28:00
2026-03-24,T020,16,15,1,120.0,6,0,2,12,69.6,0.0,2026-03-24 02:10:00
2026-02-12,T022,16,16,0,128.0,10,5,5,10,60.7,0.4,2026-02-12 03:00:00
2026-03-07,T022,14,13,1,97.5,7,1,3,9,51.7,0.3,2026-03-07 02:03:00
2025-01-17,T008,7,5,2,40.0,3,2,3,4,97.1,0.0,2025-01-17 02:02:00
2026-03-22,T030,8,7,1,52.5,8,6,5,7,68.6,0.3,2026-03-22 03:25:00
2025-07-15,T007,10,8,2,64.0,5,1,6,10,34.8,0.0,2025-07-15 03:23:00
2025-09-10,T009,13,12,1,96.0,6,6,6,6,21.4,0.1,2025-09-10 02:04:00
2025-10-29,T014,17,17,0,136.0,13,8,9,14,51.5,0.0,2025-10-29 03:18:00
2025-07-26,T001,18,18,0,135.0,6,0,3,13,18.9,0.0,2025-07-26 02:07:00
2025-04-23,T018,13,13,0,104.0,11,7,3,7,72.8,0.0,2025-04-23 03:13:00
2025-06-21,T013,15,14,1,105.0,4,2,3,5,31.0,0.0,2025-06-21 02:32:00
2025-02-05,T006,17,17,0,136.0,2,0,3,8,58.8,0.4,2025-02-05 02:44:00
2026-02-26,T022,16,16,0,128.0,3,4,8,7,58.6,1.1,2026-02-26 02:57:00
2026-01-01,T016,14,14,0,112.0,9,5,7,11,62.7,0.1,2026-01-01 03:45:00
2025-08-12,T004,10,9,1,72.0,5,1,2,6,93.0,0.0,2025-08-12 03:29:00
2026-02-21,T025,13,13,0,97.5,6,5,5,6,46.0,0.0,2026-02-21 03:02:00
2025-03-02,T012,8,8,0,60.0,5,0,4,9,58.7,0.1,2025-03-02 03:29:00
2026-03-01,T019,10,10,0,75.0,7,4,5,8,29.1,0.4,2026-03-01 02:20:00
2026-06-13,T006,15,15,0,112.5,12,7,7,12,40.1,0.0,2026-06-13 02:12:00
2025-05-29,T021,20,19,1,152.0,4,0,6,11,37.7,0.0,2025-05-29 03:47:00
2025-08-24,T024,14,13,1,97.5,3,0,2,10,79.4,1.1,2025-08-24 03:08:00
2025-03-16,T028,4,3,1,22.5,7,3,1,5,89.8,0.1,2025-03-16 02:17:00
2026-02-02,T006,17,17,0,136.0,12,0,13,25,73.5,0.0,2026-02-02 02:18:00
2025-11-21,T023,18,18,0,144.0,3,0,4,8,36.9,0.8,2025-11-21 02:39:00
2026-02-28,T019,10,9,1,67.5,5,0,1,6,26.4,0.0,2026-02-28 03:47:00
2026-05-27,T011,8,8,0,64.0,7,6,2,3,36.2,1.3,2026-05-27 02:17:00
2025-01-04,T029,18,17,1,127.5,7,5,3,5,30.1,0.5,2025-01-04 02:56:00
2026-01-23,T011,8,8,0,64.0,5,3,7,9,26.9,0.0,2026-01-23 03:00:00
2026-03-21,T016,12,11,1,82.5,7,4,5,8,60.4,0.0,2026-03-21 03:42:00
2025-07-30,T011,8,8,0,64.0,5,3,7,9,26.2,0.5,2025-07-30 03:58:00
2026-05-30,T008,5,4,1,30.0,9,3,8,14,61.5,2.0,2026-05-30 02:28:00
2025-07-16,T022,16,15,1,120.0,12,11,7,8,40.4,1.0,2025-07-16 02:18:00
2026-03-21,T006,15,15,0,112.5,8,3,4,9,68.7,0.2,2026-03-21 03:34:00
2025-01-24,T013,17,16,1,128.0,6,5,7,8,38.1,0.6,2025-01-24 02:56:00
2025-03-19,T021,20,18,2,144.0,8,3,7,12,21.5,0.5,2025-03-19 03:30:00
2026-02-10,T031,15,12,3,96.0,8,0,8,18,42.6,0.6,2026-02-10 02:58:00
2025-08-31,T025,13,13,0,97.5,7,2,8,13,18.9,0.0,2025-08-31 02:31:00
2026-02-20,T030,10,8,2,64.0,6,0,7,13,72.8,0.3,2026-02-20 02:52:00
2025-07-19,T029,18,17,1,127.5,11,9,7,9,33.5,0.5,2025-07-19 02:34:00
2025-08-05,T017,12,11,1,88.0,9,3,3,9,28.6,1.0,2025-08-05 02:03:00
2025-02-07,T008,7,6,1,48.0,4,0,3,12,74.9,0.3,2025-02-07 03:34:00
2026-04-02,T030,10,9,1,72.0,11,12,5,4,51.4,1.0,2026-04-02 03:40:00
2026-03-14,T009,11,10,1,75.0,8,3,3,8,26.4,0.0,2026-03-14 03:11:00
2026-02-12,T015,18,18,0,144.0,7,0,11,29,55.4,1.1,2026-02-12 02:05:00
2026-04-29,T008,7,7,0,56.0,15,9,9,15,65.4,0.7,2026-04-29 03:12:00
2025-11-10,T016,14,13,1,104.0,9,8,8,9,95.8,0.0,2025-11-10 02:41:00
2025-10-25,T027,6,5,1,37.5,8,0,4,13,43.2,0.2,2025-10-25 03:45:00
2025-02-09,T002,13,13,0,97.5,5,3,5,7,72.2,0.0,2025-02-09 02:10:00
2025-12-26,T027,8,7,1,56.0,7,2,3,8,30.6,0.3,2025-12-26 02:42:00
2025-10-08,T001,20,19,1,152.0,7,7,8,8,20.2,0.0,2025-10-08 02:01:00
2025-09-21,T013,15,15,0,112.5,5,4,3,4,28.5,0.7,2025-09-21 03:03:00
2026-01-02,T014,17,17,0,136.0,4,0,6,10,58.2,0.6,2026-01-02 02:19:00
2026-06-25,T006,17,17,0,136.0,7,3,5,9,60.8,0.5,2026-06-25 03:29:00
2025-08-01,T025,15,14,1,112.0,5,4,0,1,40.3,0.5,2025-08-01 03:55:00
2026-01-12,T020,16,14,2,112.0,11,5,3,9,67.8,0.6,2026-01-12 03:32:00
2026-02-11,T032,11,11,0,88.0,6,3,5,8,88.3,0.0,2026-02-11 03:29:00
2025-10-19,T001,18,16,2,120.0,15,7,5,13,37.5,0.0,2025-10-19 03:18:00
2025-02-05,T025,15,14,1,112.0,8,0,10,18,37.0,0.0,2025-02-05 02:45:00
2025-12-30,T006,17,16,1,128.0,7,0,4,15,55.4,0.8,2025-12-30 03:21:00
2026-04-25,T028,4,3,1,22.5,7,2,5,10,89.2,1.0,2026-04-25 02:21:00
2026-05-23,T027,6,5,1,37.5,5,0,0,5,53.4,0.3,2026-05-23 03:35:00
2026-01-09,T025,15,14,1,112.0,8,3,5,10,34.5,0.1,2026-01-09 03:45:00
2026-02-03,T030,10,9,1,72.0,5,0,4,9,63.4,1.1,2026-02-03 03:05:00
2025-06-12,T022,16,15,1,120.0,8,3,4,9,38.8,0.4,2025-06-12 03:53:00
2026-01-04,T018,11,10,1,75.0,4,0,4,8,47.3,0.5,2026-01-04 02:33:00
2025-03-16,T025,13,11,2,82.5,8,8,3,3,35.5,0.0,2025-03-16 03:39:00
2025-04-24,T028,6,5,1,40.0,6,0,2,8,65.1,1.2,2025-04-24 02:47:00
2025-09-30,T001,20,17,3,136.0,8,5,10,13,35.5,1.0,2025-09-30 02:39:00
2025-08-20,T009,13,13,0,104.0,9,4,7,12,40.4,1.1,2025-08-20 03:25:00
2025-08-06,T028,6,5,1,40.0,4,0,2,10,63.7,0.0,2025-08-06 02:30:00
2025-12-22,T028,6,3,3,24.0,16,16,8,8,88.5,0.8,2025-12-22 03:27:00
2026-06-22,T029,20,18,2,144.0,8,6,9,11,34.2,0.0,2026-06-22 03:11:00
2025-02-09,T031,13,13,0,97.5,5,4,1,2,53.8,0.1,2025-02-09 02:10:00
2026-04-19,T023,16,16,0,120.0,6,5,3,4,44.7,0.4,2026-04-19 03:20:00
2025-01-26,T022,14,12,2,90.0,10,2,2,10,66.7,0.7,2025-01-26 02:04:00
2026-01-05,T018,13,12,1,96.0,5,0,10,17,37.4,0.0,2026-01-05 02:23:00
2025-07-07,T013,17,15,2,120.0,8,5,8,11,35.0,0.0,2025-07-07 02:16:00
2025-08-28,T023,18,17,1,136.0,4,3,6,7,26.3,0.6,2025-08-28 03:14:00
2026-06-08,T008,7,6,1,48.0,6,6,2,2,60.1,0.1,2026-06-08 02:51:00
2026-04-14,T006,17,17,0,136.0,9,2,9,16,59.0,0.8,2026-04-14 03:44:00
2025-09-17,T027,8,8,0,64.0,5,5,4,4,33.5,0.0,2025-09-17 03:31:00
2025-12-08,T003,11,9,2,72.0,8,8,5,5,34.8,0.0,2025-12-08 03:20:00
2025-05-23,T016,14,13,1,104.0,9,0,5,15,82.7,0.2,2025-05-23 02:46:00
2026-01-28,T017,12,11,1,88.0,4,0,10,16,36.8,0.4,2026-01-28 03:06:00
2025-07-08,T021,20,19,1,152.0,6,0,6,13,23.4,0.3,2025-07-08 02:30:00
2026-06-28,T027,6,5,1,37.5,4,0,1,11,23.8,0.3,2026-06-28 03:10:00
2025-08-07,T009,13,11,2,88.0,7,1,9,15,37.1,0.7,2025-08-07 02:30:00
2025-08-09,T024,14,14,0,105.0,10,10,6,6,70.9,0.2,2025-08-09 03:41:00
2025-08-10,T015,16,15,1,112.5,6,1,4,9,22.9,0.2,2025-08-10 03:45:00
2026-01-05,T024,16,16,0,128.0,18,15,4,7,69.2,1.0,2026-01-05 03:34:00
2025-11-29,T012,8,6,2,45.0,4,0,2,6,74.7,0.9,2025-11-29 02:24:00
2026-04-10,T032,11,10,1,80.0,7,0,8,22,91.7,0.3,2026-04-10 02:19:00
2026-01-04,T028,4,4,0,30.0,4,0,3,7,87.4,0.0,2026-01-04 02:22:00
2025-11-29,T032,9,8,1,60.0,3,1,1,3,72.2,0.0,2025-11-29 02:25:00
2025-02-20,T003,11,11,0,88.0,5,7,7,5,23.5,0.2,2025-02-20 02:43:00
2025-12-13,T020,14,13,1,97.5,8,1,1,8,67.9,0.6,2025-12-13 03:52:00
2025-08-07,T023,18,18,0,144.0,6,6,4,4,29.9,0.5,2025-08-07 03:49:00
2025-08-14,T020,16,16,0,128.0,8,7,5,6,86.6,0.0,2025-08-14 03:23:00
2026-06-16,T020,16,16,0,128.0,8,4,1,5,93.6,0.0,2026-06-16 03:38:00
2025-10-04,T012,8,7,1,52.5,5,0,1,7,90.0,1.0,2025-10-04 02:12:00
2026-05-19,T026,10,9,1,72.0,10,8,4,6,41.2,0.0,2026-05-19 03:56:00
2025-06-08,T006,15,13,2,97.5,7,6,7,8,68.8,0.0,2025-06-08 02:22:00
2026-04-15,T024,16,16,0,128.0,8,8,6,6,55.4,0.0,2026-04-15 03:27:00
2026-01-11,T014,15,14,1,105.0,2,0,4,9,39.9,0.4,2026-01-11 03:53:00
2026-06-13,T024,14,14,0,105.0,9,6,3,6,82.6,0.0,2026-06-13 02:05:00
2026-04-21,T025,15,15,0,120.0,12,10,7,9,42.3,0.6,2026-04-21 02:25:00
2026-02-01,T019,10,10,0,75.0,6,0,5,12,33.8,0.0,2026-02-01 03:55:00
2025-11-19,T025,15,15,0,120.0,7,0,7,16,43.1,0.7,2025-11-19 03:46:00
2026-06-26,T028,6,6,0,48.0,5,1,2,6,77.1,0.0,2026-06-26 03:54:00
2025-04-06,T011,6,6,0,45.0,8,4,2,6,32.5,0.1,2025-04-06 02:01:00
2025-07-14,T018,13,13,0,104.0,12,11,10,11,53.8,0.6,2025-07-14 03:45:00
2026-03-16,T030,10,9,1,72.0,8,1,8,15,50.4,0.0,2026-03-16 03:37:00
2025-11-26,T026,10,10,0,80.0,5,0,6,12,61.7,0.0,2025-11-26 02:42:00
2025-02-10,T018,13,13,0,104.0,10,2,10,18,50.6,0.0,2025-02-10 02:13:00
2026-06-22,T007,10,8,2,64.0,6,1,8,13,32.7,0.3,2026-06-22 03:20:00
2025-05-11,T024,14,14,0,105.0,9,5,7,11,77.5,0.2,2025-05-11 03:07:00
2026-05-06,T032,11,11,0,88.0,8,4,3,7,94.9,0.1,2026-05-06 02:26:00
2025-08-02,T016,12,10,2,75.0,8,2,4,10,80.7,0.5,2025-08-02 03:38:00
2026-06-21,T004,8,7,1,52.5,10,5,2,7,77.2,0.0,2026-06-21 02:47:00
2025-10-23,T006,17,16,1,128.0,7,6,5,6,75.1,0.0,2025-10-23 03:37:00
2025-01-24,T003,11,10,1,80.0,13,11,11,13,43.7,0.9,2025-01-24 02:02:00
2025-04-22,T026,10,10,0,80.0,9,1,10,18,57.9,0.0,2025-04-22 03:38:00
2025-06-02,T002,15,13,2,104.0,8,0,11,21,47.3,0.0,2025-06-02 03:47:00
2026-02-26,T027,8,7,1,56.0,8,7,6,7,41.6,0.4,2026-02-26 02:21:00
2025-03-14,T010,14,12,2,96.0,4,1,3,6,53.2,0.2,2025-03-14 02:39:00
2025-06-25,T016,14,13,1,104.0,9,7,3,5,64.4,0.6,2025-06-25 03:08:00
2025-04-16,T032,11,10,1,80.0,6,4,5,7,57.9,0.0,2025-04-16 02:09:00
2025-01-31,T009,13,13,0,104.0,4,0,7,11,28.1,1.1,2025-01-31 02:32:00
2025-02-21,T006,17,17,0,136.0,10,4,8,14,49.8,0.0,2025-02-21 03:14:00
2025-05-16,T008,7,7,0,56.0,9,4,2,7,96.9,0.6,2025-05-16 03:58:00
2025-02-14,T027,8,8,0,64.0,2,1,2,3,45.9,1.4,2025-02-14 02:43:00
2025-08-27,T022,16,15,1,120.0,10,8,7,9,73.8,0.0,2025-08-27 02:19:00
2026-03-23,T007,10,10,0,80.0,13,9,9,13,32.5,1.3,2026-03-23 02:39:00
2025-07-07,T015,18,17,1,136.0,7,11,6,2,52.0,0.5,2025-07-07 03:10:00
2026-01-01,T025,15,14,1,112.0,6,1,10,15,25.2,0.0,2026-01-01 03:56:00
2025-03-30,T002,13,13,0,97.5,6,1,3,8,71.1,0.1,2025-03-30 02:39:00
2025-10-09,T005,17,16,1,128.0,12,6,14,20,27.1,1.5,2025-10-09 03:21:00
2026-01-22,T025,15,14,1,112.0,7,7,11,11,23.1,0.9,2026-01-22 02:06:00
2025-02-25,T029,20,19,1,152.0,4,0,6,11,22.5,0.1,2025-02-25 02:13:00
2025-01-30,T008,7,6,1,48.0,10,5,5,10,75.8,0.0,2025-01-30 03:28:00
2025-03-25,T009,13,12,1,96.0,6,1,9,14,33.6,0.4,2025-03-25 02:27:00
2025-01-03,T021,20,20,0,160.0,6,3,10,13,27.9,0.4,2025-01-03 03:31:00
2025-08-06,T032,11,11,0,88.0,6,1,1,6,73.5,0.8,2025-08-06 02:19:00
2026-05-10,T007,8,8,0,60.0,6,0,1,8,41.1,0.6,2026-05-10 02:46:00
2025-01-06,T005,17,17,0,136.0,6,0,4,16,32.9,0.3,2025-01-06 02:50:00
2025-06-30,T013,17,15,2,120.0,13,10,13,16,32.0,0.5,2025-06-30 03:20:00
2025-07-03,T017,12,12,0,96.0,6,4,2,4,31.9,0.0,2025-07-03 03:17:00
2025-03-02,T007,8,8,0,60.0,3,0,5,13,34.3,0.2,2025-03-02 03:23:00
2026-03-08,T025,13,13,0,97.5,11,3,8,16,30.5,0.0,2026-03-08 02:29:00
2026-03-17,T018,13,10,3,80.0,7,1,7,13,70.4,0.5,2026-03-17 02:10:00
2026-01-20,T014,17,16,1,128.0,7,4,7,10,35.0,0.6,2026-01-20 02:05:00
2025-03-16,T006,15,15,0,112.5,6,1,2,7,37.9,0.7,2025-03-16 02:17:00
2026-01-06,T023,18,17,1,136.0,9,4,7,12,48.4,0.0,2026-01-06 02:50:00
2025-04-25,T003,11,8,3,64.0,6,2,2,6,41.2,0.0,2025-04-25 03:26:00
2025-02-19,T004,10,10,0,80.0,10,3,6,13,94.6,0.1,2025-02-19 02:47:00
2025-06-03,T008,7,5,2,40.0,11,6,5,10,52.3,0.0,2025-06-03 03:35:00
2025-01-26,T015,16,14,2,105.0,8,8,5,5,31.8,0.0,2025-01-26 03:54:00
2025-04-16,T009,13,12,1,96.0,6,0,10,17,21.7,0.6,2025-04-16 03:58:00
2025-04-09,T030,10,10,0,80.0,3,0,3,8,56.8,0.1,2025-04-09 02:58:00
2025-01-11,T021,18,18,0,135.0,2,1,5,6,21.7,0.5,2025-01-11 02:16:00
2025-05-05,T028,6,4,2,32.0,9,9,5,5,56.0,0.1,2025-05-05 02:27:00
