order_id,order_date,region,channel,customer_type,category,subcategory,quantity,unit_price,discount_percent,revenue,cost,profit,profit_margin,delivery_days,rating
RM-00812,2026-05-16,Москва,Партнеры,Новый,Спорт,Фитнес,4,5681.79,25,17045.37,10409.57,6635.8,0.3893,3,4.5
RM-00856,2026-05-16,Ростов-на-Дону,Магазин,Корпоративный,Электроника,Смартфоны,7,30879.73,5,205350.22,155488.61,49861.6,0.2428,5,4.8
RM-01166,2026-05-16,Санкт-Петербург,Онлайн,Корпоративный,Электроника,Аксессуары,8,29044.13,0,232353.06,154057.93,78295.12,0.337,4,4.2
RM-00140,2026-05-17,Санкт-Петербург,Онлайн,Повторный,Дом и кухня,Посуда,2,6197.15,15,10535.16,8359.9,2175.26,0.2065,4,4.8
RM-00350,2026-05-17,Нижний Новгород,Магазин,Повторный,Спорт,Фитнес,2,9036.83,10,16266.29,12440.52,3825.77,0.2352,2,5.0
RM-00511,2026-05-17,Самара,Онлайн,Повторный,Красота,Уход,2,2855.65,5,5425.74,4648.24,777.5,0.1433,3,5.0
RM-00527,2026-05-17,Санкт-Петербург,Магазин,Повторный,Одежда,Спортивная,5,2415.77,10,10870.98,6943.53,3927.45,0.3613,2,
RM-00972,2026-05-17,Нижний Новгород,Онлайн,Новый,Спорт,Фитнес,2,8427.22,5,16011.73,11500.69,4511.04,0.2817,6,4.1
RM-01146,2026-05-17,Санкт-Петербург,Онлайн,Корпоративный,Красота,Парфюмерия,9,2898.22,10,23475.58,15223.63,8251.95,0.3515,3,5.0
RM-00009,2026-05-18,Казань,Онлайн,Повторный,Одежда,Повседневная,4,5116.21,10,18418.35,14233.51,4184.84,0.2272,3,5.0
RM-00027,2026-05-18,Ростов-на-Дону,Онлайн,Новый,Электроника,Аксессуары,3,14144.69,5,40312.36,26565.49,13746.86,0.341,7,3.8
RM-00033,2026-05-18,Москва,Онлайн,Повторный,Спорт,Туризм,1,4113.94,0,4113.94,3213.64,900.3,0.2188,4,4.7
RM-00119,2026-05-18,Санкт-Петербург,Магазин,Новый,Дом и кухня,Техника для дома,2,4911.54,20,7858.46,5110.74,2747.72,0.3497,3,5.0
RM-00212,2026-05-18,Самара,Онлайн,Корпоративный,Спорт,Туризм,10,5817.47,10,52357.22,31413.39,20943.83,0.4,7,4.1
RM-00357,2026-05-18,Санкт-Петербург,Партнеры,Корпоративный,Одежда,Спортивная,13,3165.76,0,41154.88,28546.98,12607.9,0.3064,5,4.2
RM-00421,2026-05-18,Казань,Онлайн,Новый,Дом и кухня,Посуда,4,8201.47,5,31165.59,19037.49,12128.1,0.3892,4,5.0
RM-00653,2026-05-18,Екатеринбург,Онлайн,Повторный,Спорт,Фитнес,3,9005.74,15,22964.65,14269.01,8695.64,0.3787,6,3.8
RM-00719,2026-05-18,Нижний Новгород,Магазин,Повторный,Одежда,Спортивная,1,6657.33,0,6657.33,5401.11,1256.22,0.1887,3,4.3
RM-01152,2026-05-18,Ростов-на-Дону,Онлайн,Повторный,Канцтовары,Бумага,3,687.71,5,1959.97,2060.86,-100.89,-0.0515,6,3.8
RM-01180,2026-05-18,Ростов-на-Дону,Онлайн,Повторный,Спорт,Фитнес,2,5349.92,5,10164.84,7099.06,3065.78,0.3016,6,4.7
RM-00089,2026-05-19,Нижний Новгород,Онлайн,Повторный,Спорт,Туризм,3,6463.96,15,16483.11,10766.25,5716.86,0.3468,3,3.9
RM-00139,2026-05-19,Новосибирск,Магазин,Новый,Канцтовары,Письменные принадлежности,1,1165.56,10,1049.0,1312.87,-263.87,-0.2515,4,4.8
RM-00266,2026-05-19,Нижний Новгород,Магазин,Новый,Дом и кухня,Посуда,6,4355.15,10,23517.79,17064.21,6453.57,0.2744,2,5.0
RM-00479,2026-05-19,нижний новгород,Онлайн,Новый,Спорт,Фитнес,5,8997.41,10,40488.36,28975.75,11512.62,0.2843,2,5.0
RM-00530,2026-05-19,Екатеринбург,Онлайн,Новый,Дом и кухня,Посуда,3,5041.32,5,14367.75,11126.95,3240.8,0.2256,6,4.5
RM-00580,2026-05-19,Нижний Новгород,Онлайн,Повторный,Электроника,Смартфоны,3,31351.37,15,79946.0,58888.57,21057.43,0.2634,3,5.0
RM-00657,2026-05-19,Москва,Магазин,Новый,Одежда,Повседневная,2,3924.99,15,6672.49,4867.77,1804.72,0.2705,1,5.0
RM-00677,2026-05-19,Москва,Онлайн,Новый,Спорт,Туризм,2,3891.19,5,7393.26,5407.59,1985.68,0.2686,3,4.5
RM-00700,2026-05-19,Москва,Магазин,Повторный,Красота,Уход,2,3091.2,10,5564.16,4467.57,1096.6,0.1971,3,5.0
RM-00784,2026-05-19,Москва,Партнеры,Новый,Электроника,Смартфоны,3,17660.12,10,47682.31,28570.06,19112.25,0.4008,4,4.5
RM-00958,2026-05-19,Казань,Магазин,Повторный,Дом и кухня,Посуда,5,6447.68,5,30626.47,23389.35,7237.12,0.2363,3,4.9
RM-00968,2026-05-19,Санкт-Петербург,Магазин,Новый,Спорт,Туризм,3,8579.5,5,24451.58,15902.01,8549.56,0.3497,5,4.0
RM-01137,2026-05-19,Екатеринбург,Партнеры,Корпоративный,Спорт,Фитнес,9,7127.39,10,57731.86,41099.52,16632.34,0.2881,7,2.7
RM-00133,2026-05-20,Самара,Партнеры,Повторный,Одежда,Повседневная,3,5599.64,0,16798.92,12512.31,4286.61,0.2552,3,5.0
RM-00320,2026-05-20,Казань,Онлайн,Повторный,Дом и кухня,Техника для дома,4,6323.71,15,21500.61,15978.75,5521.87,0.2568,5,3.9
RM-00596,2026-05-20,Москва,Онлайн,Повторный,Одежда,Повседневная,2,3812.01,10,6861.61,4925.62,1935.99,0.2821,2,4.5
RM-00803,2026-05-20,Нижний Новгород,Партнеры,Повторный,Канцтовары,Письменные принадлежности,3,1489.79,15,3798.96,2930.66,868.3,0.2286,5,4.0
RM-00989,2026-05-20,Санкт-Петербург,Магазин,Новый,Красота,Парфюмерия,2,2822.05,10,5079.69,4058.2,1021.49,0.2011,4,3.9
RM-00094,2026-05-21,Москва,Партнеры,Новый,Канцтовары,Бумага,3,1146.66,10,3095.99,2652.91,443.07,0.1431,5,4.6
RM-00349,2026-05-21,Санкт-Петербург,Магазин,Повторный,Канцтовары,Бумага,2,784.57,20,1255.3,1178.23,77.08,0.0614,4,5.0
RM-00374,2026-05-21,Новосибирск,Магазин,Новый,Красота,Парфюмерия,4,3633.23,5,13806.27,9701.36,4104.91,0.2973,5,4.8
RM-00481,2026-05-21,Новосибирск,Партнеры,Новый,Спорт,Фитнес,4,3612.52,10,13005.08,10072.3,2932.78,0.2255,5,4.4
RM-00593,2026-05-21,Москва,Партнеры,Повторный,Электроника,Аксессуары,5,22938.47,20,91753.88,68310.39,23443.49,0.2555,3,3.8
RM-01109,2026-05-21,Екатеринбург,Онлайн,Повторный,Красота,Уход,5,2694.27,20,10777.06,6925.77,3851.29,0.3574,3,4.8
RM-00426,2026-05-22,Москва,Онлайн,Новый,Канцтовары,Письменные принадлежности,6,723.56,5,4124.29,2883.44,1240.84,0.3009,1,5.0
RM-00110,2026-05-23,Ростов-на-Дону,Магазин,Новый,Дом и кухня,Посуда,5,5197.6,5,24688.59,19075.55,5613.04,0.2274,4,5.0
RM-00319,2026-05-23,Ростов-на-Дону,Партнеры,Повторный,Электроника,Смартфоны,1,13896.9,10,12507.21,8353.93,4153.28,0.3321,4,4.4
RM-00608,2026-05-23,Самара,Магазин,Корпоративный,Дом и кухня,Посуда,6,6952.14,5,39627.2,27571.82,12055.37,0.3042,7,4.5
RM-00204,2026-05-24,Новосибирск,Онлайн,Повторный,Одежда,Повседневная,4,3786.28,25,11358.83,7394.03,3964.79,0.349,5,4.2
RM-00225,2026-05-24,Ростов-на-Дону,Онлайн,Новый,Дом и кухня,Техника для дома,1,9517.75,10,8565.97,6162.49,2403.49,0.2806,6,4.7
RM-00351,2026-05-24,Москва,Онлайн,Новый,Красота,Парфюмерия,4,2545.73,25,7637.2,6157.88,1479.32,0.1937,5,4.0
RM-00510,2026-05-24,Екатеринбург,Магазин,Новый,Электроника,Аксессуары,5,18448.22,15,78404.92,50849.08,27555.84,0.3515,7,3.5
RM-00913,2026-05-24,Санкт-Петербург,Онлайн,Повторный,Одежда,Повседневная,4,6031.65,0,24126.59,18211.99,5914.59,0.2451,2,5.0
RM-00923,2026-05-24,Екатеринбург,Партнеры,Корпоративный,Дом и кухня,Техника для дома,6,3935.82,15,20072.67,13759.43,6313.24,0.3145,4,3.9
RM-01059,2026-05-24,Москва,Онлайн,Корпоративный,Одежда,Повседневная,9,3126.81,25,21105.98,14351.36,6754.62,0.32,2,4.9
RM-00079,2026-05-25,Москва,Онлайн,Новый,Спорт,Туризм,3,7483.22,10,20204.68,15329.02,4875.66,0.2413,1,5.0
RM-00437,2026-05-25,Нижний Новгород,Магазин,Повторный,Дом и кухня,Техника для дома,3,3797.88,15,9684.6,7059.49,2625.11,0.2711,3,4.6
RM-00713,2026-05-25,Нижний Новгород,Онлайн,Повторный,Дом и кухня,Посуда,5,4209.1,20,16836.39,10668.56,6167.83,0.3663,5,4.6
RM-00932,2026-05-25,Санкт-Петербург,Онлайн,Новый,Одежда,Повседневная,3,4470.89,0,13412.66,9466.17,3946.49,0.2942,3,4.4
RM-00227,2026-05-26,Москва,Онлайн,Повторный,Красота,Парфюмерия,4,2250.03,15,7650.1,5267.75,2382.35,0.3114,2,4.2
RM-00335,2026-05-26,Новосибирск,Партнеры,Новый,Дом и кухня,Техника для дома,3,3983.53,0,11950.6,8192.79,3757.81,0.3144,6,4.1
RM-00401,2026-05-26,Новосибирск,Партнеры ,Новый,Красота,Уход,4,2976.06,15,10118.62,8187.97,1930.65,0.1908,7,3.6
RM-00669,2026-05-26,Нижний Новгород,Магазин,Повторный,Красота,Уход,1,2599.27,10,2339.34,2040.82,298.53,0.1276,3,5.0
RM-00933,2026-05-26,Казань,Магазин,Новый,Дом и кухня,Техника для дома,2,7718.71,15,13121.81,9808.55,3313.27,0.2525,5,3.5
RM-00957,2026-05-26,Новосибирск,Онлайн,Повторный,Одежда,Повседневная,2,4499.12,20,7198.6,5491.77,1706.83,0.2371,7,3.3
RM-00993,2026-05-26,Екатеринбург,Партнеры,Повторный,Спорт,Туризм,2,9095.5,10,16371.89,13052.91,3318.99,0.2027,4,4.4
RM-01019,2026-05-26,Москва,Магазин,Новый,Дом и кухня,Посуда,3,4226.9,5,12046.67,8346.74,3699.93,0.3071,4,4.9
RM-01095,2026-05-26,Новосибирск,Магазин,Новый,Дом и кухня,Посуда,3,6430.48,25,14468.57,10058.37,4410.2,0.3048,4,4.6
RM-00091,2026-05-27,Санкт-Петербург,Онлайн,Повторный,Одежда,Спортивная,5,5159.04,25,19346.42,13103.61,6242.81,0.3227,6,4.0
RM-00129,2026-05-27,Казань,Онлайн,Новый,Спорт,Туризм,3,6005.47,10,16214.77,10233.92,5980.85,0.3689,4,4.4
RM-00131,2026-05-27,Москва,Магазин,Повторный,Красота,Уход,2,2815.26,0,5630.52,3765.43,1865.09,0.3312,5,4.2
RM-00161,2026-05-27,Санкт-Петербург,Партнеры,Корпоративный,Канцтовары,Бумага,6,851.33,5,4852.6,3982.08,870.52,0.1794,5,3.9
RM-00220,2026-05-27,Новосибирск,Магазин,Повторный,Спорт,Туризм,3,6080.71,0,18242.14,13086.76,5155.38,0.2826,7,3.8
RM-00262,2026-05-27,Самара,Магазин,Новый,Красота,Уход,4,1960.26,15,6664.9,5179.84,1485.06,0.2228,6,3.0
RM-00336,2026-05-27,Екатеринбург,Онлайн,Новый,Спорт,Туризм,4,7068.94,5,26861.98,16373.67,10488.31,0.3905,5,4.7
RM-00473,2026-05-27,Москва,Магазин,Новый,Красота,Уход,1,2500.25,5,2375.24,2122.81,252.43,0.1063,4,5.0
RM-00874,2026-05-27,Москва,Магазин,Повторный,Электроника,Смартфоны,2,16075.96,25,24113.93,18700.31,5413.62,0.2245,2,5.0
RM-01041,2026-05-27,Екатеринбург,Партнеры,Повторный,Спорт,Туризм,6,9057.27,0,54343.6,34516.79,19826.8,0.3648,5,4.4
RM-01043,2026-05-27,Казань,Магазин,Повторный,Одежда,Повседневная,4,4528.07,10,16301.04,12171.07,4129.97,0.2534,3,4.0
RM-00555,2026-05-28,Казань,Онлайн,Повторный,Одежда,Спортивная,4,2727.4,15,9273.16,7479.51,1793.65,0.1934,3,4.8
RM-00560,2026-05-28,Самара,Онлайн,Новый,Дом и кухня,Техника для дома,4,7231.18,15,24586.02,17998.28,6587.74,0.2679,5,4.7
RM-00727,2026-05-28,Самара,Онлайн,Новый,Одежда,Спортивная,4,4427.98,20,14169.53,11206.48,2963.05,0.2091,6,3.7
RM-00767,2026-05-28,Ростов-на-Дону,Онлайн,Корпоративный,Канцтовары,Письменные принадлежности,8,880.56,5,6692.24,5490.49,1201.75,0.1796,7,3.5
RM-01035,2026-05-28,Новосибирск,Партнеры,Повторный,Канцтовары,Письменные принадлежности,4,726.85,15,2471.28,2133.8,337.48,0.1366,6,3.4
RM-01106,2026-05-28,Новосибирск,Онлайн,Повторный,Электроника,Аксессуары,2,24763.16,0,49526.32,32881.98,16644.34,0.3361,3,4.7
RM-00339,2026-05-29,Санкт-Петербург,Онлайн,Повторный,Красота,Уход,2,2532.72,20,4052.36,2826.19,1226.16,0.3026,6,4.0
RM-00346,2026-05-29,Санкт-Петербург,Онлайн,Новый,Одежда,Спортивная,5,4357.81,0,21789.04,14850.64,6938.4,0.3184,5,3.7
RM-00568,2026-05-29,Екатеринбург,Онлайн,Новый,Красота,Парфюмерия,6,2563.6,0,15381.6,10748.26,4633.34,0.3012,6,4.2
RM-00868,2026-05-29,Екатеринбург,Магазин,Повторный,Одежда,Повседневная,2,3749.9,10,6749.81,5136.95,1612.86,0.2389,7,3.7
RM-00876,2026-05-29,Санкт-Петербург,Онлайн,Корпоративный,Канцтовары,Бумага,8,1431.31,25,8587.86,6562.22,2025.64,0.2359,6,3.8
RM-01011,2026-05-29,Казань,Онлайн,Повторный,Дом и кухня,Посуда,2,6921.31,10,12458.37,9858.04,2600.32,0.2087,6,4.2
RM-00073,2026-05-30,Санкт-Петербург,Магазин,Повторный,Одежда,Спортивная,5,4336.62,15,18430.65,11383.56,7047.09,0.3824,2,5.0
RM-00443,2026-05-30,Нижний Новгород,Онлайн,Новый,Одежда,Повседневная,4,5461.47,5,20753.57,14633.77,6119.8,0.2949,3,4.6
RM-00489,2026-05-30,Екатеринбург,Онлайн,Новый,Красота,Парфюмерия,3,3088.22,10,8338.19,6106.49,2231.7,0.2676,4,3.9
RM-00594,2026-05-30,Москва,Онлайн,Повторный,Спорт,Фитнес,2,6656.61,15,11316.24,8845.61,2470.63,0.2183,1,5.0
RM-00924,2026-05-30,Новосибирск,Онлайн,Повторный,Канцтовары,Письменные принадлежности,5,630.9,20,2523.58,2235.11,288.47,0.1143,4,4.3
RM-00956,2026-05-30,Москва,Партнеры,Повторный,Одежда,Спортивная,2,4298.2,0,8596.39,5694.77,2901.62,0.3375,5,5.0
RM-01089,2026-05-30,Ростов-на-Дону,Магазин,Повторный,Электроника,Аксессуары,4,26782.0,0,107127.99,78443.47,28684.52,0.2678,6,4.4
RM-01108,2026-05-30,Ростов-на-Дону,Онлайн,Новый,Одежда,Спортивная,6,6580.0,20,31583.98,19136.76,12447.23,0.3941,3,4.2
RM-00449,2026-05-31,Москва,Онлайн,Корпоративный,Одежда,Спортивная,10,4413.07,0,44130.74,29799.73,14331.01,0.3247,3,4.7
RM-00599,2026-05-31,Новосибирск,Онлайн,Повторный,Одежда,Спортивная,1,3722.46,15,3164.09,2511.13,652.96,0.2064,3,4.8
RM-00791,2026-05-31,Новосибирск,Онлайн,Новый,Канцтовары,Письменные принадлежности,4,346.43,0,1385.74,1579.28,-193.54,-0.1397,6,4.1
RM-00999,2026-05-31,Казань,Магазин,Корпоративный,Спорт,Туризм,6,9486.14,20,45533.48,32966.2,12567.28,0.276,4,4.4
RM-01052,2026-05-31,Москва,Онлайн,Повторный,Одежда,Повседневная,6,3766.21,10,20337.56,14225.04,6112.52,0.3006,3,4.7
RM-00249,2026-06-01,Самара,Магазин,Повторный,Дом и кухня,Техника для дома,2,4170.8,5,7924.52,6624.62,1299.9,0.164,3,5.0
RM-00386,2026-06-01,Ростов-на-Дону,Онлайн,Новый,Электроника,Смартфоны,4,15903.07,15,54070.44,33826.99,20243.45,0.3744,6,3.9
RM-00412,2026-06-01,Новосибирск,Онлайн,Повторный,Спорт,Фитнес,4,8304.74,15,28236.12,19906.95,8329.17,0.295,5,4.2
RM-00521,2026-06-01,Нижний Новгород,Магазин,Повторный,Одежда,Спортивная,4,6354.14,0,25416.56,19123.17,6293.39,0.2476,6,3.7
RM-00557,2026-06-01,Москва,Онлайн,Повторный,Одежда,Повседневная,3,4033.88,20,9681.31,6042.64,3638.68,0.3758,2,5.0
RM-00660,2026-06-01,Казань,Магазин,Повторный,Красота,Уход,5,2526.41,15,10737.24,8369.79,2367.45,0.2205,3,4.3
RM-00860,2026-06-01,Казань,Магазин,Повторный,Красота,Уход,4,2882.01,10,10375.24,7854.15,2521.08,0.243,3,5.0
RM-01191,2026-06-01,Ростов-на-Дону,Партнеры,Новый,Спорт,Туризм,6,4469.57,10,24135.68,15080.92,9054.76,0.3752,6,4.6
RM-00109,2026-06-02,Санкт-Петербург,Магазин,Новый,Одежда,Спортивная,6,4530.44,10,24464.38,18360.81,6103.56,0.2495,2,5.0
RM-00429,2026-06-02,Москва,Онлайн,Повторный,Дом и кухня,Техника для дома,4,4490.74,20,14370.37,11109.76,3260.61,0.2269,2,4.9
RM-00462,2026-06-02,Ростов-на-Дону,Онлайн,Новый,Дом и кухня,Техника для дома,3,6892.41,20,16541.78,11170.72,5371.06,0.3247,6,4.3
RM-00642,2026-06-02,Новосибирск,Онлайн,Новый,Красота,Парфюмерия,3,2784.09,25,6264.2,4798.34,1465.87,0.234,5,5.0
RM-00658,2026-06-02,Москва,Магазин,Повторный,Одежда,Повседневная,3,2864.75,15,7305.11,5214.28,2090.83,0.2862,3,4.4
RM-00692,2026-06-02,Казань,Онлайн,Повторный,Дом и кухня,Посуда,4,5755.94,5,21872.57,16156.57,5716.0,0.2613,3,5.0
RM-00773,2026-06-02,Казань,Магазин,Корпоративный,Электроника,Смартфоны,7,21605.31,0,151237.17,112323.33,38913.84,0.2573,4,4.8
RM-00830,2026-06-02,Казань,Онлайн,Повторный,Дом и кухня,Посуда,1,4752.29,0,4752.29,3787.28,965.01,0.2031,3,4.9
RM-00943,2026-06-03,Москва,Онлайн,Повторный,Красота,Уход,4,2372.74,5,9016.41,6964.93,2051.48,0.2275,1,5.0
RM-00152,2026-06-04,Санкт-Петербург,Магазин,Корпоративный,Электроника,Смартфоны,5,28257.06,25,105963.98,66980.56,38983.41,0.3679,6,4.3
RM-00236,2026-06-04,Санкт-Петербург,Магазин,Новый,Красота,Уход,2,3478.21,10,6260.78,4081.23,2179.55,0.3481,4,4.0
RM-00252,2026-06-04,Санкт-Петербург,Онлайн,Новый,Красота,Уход,3,2643.45,10,7137.32,5173.46,1963.86,0.2752,5,4.7
RM-00491,2026-06-04,Нижний Новгород,Магазин,Новый,Канцтовары,Бумага,1,1032.72,0,1032.72,1295.95,-263.23,-0.2549,5,3.0
RM-00581,2026-06-04,Москва,Онлайн,Новый,Красота,Уход,2,2714.49,5,5157.53,3635.66,1521.87,0.2951,1,5.0
RM-00730,2026-06-04,Екатеринбург,Онлайн,Корпоративный,Спорт,Фитнес,9,6890.49,0,62014.41,40814.8,21199.61,0.3418,7,4.0
RM-00734,2026-06-05,Казань,Онлайн,Новый,Электроника,Аксессуары,2,27370.14,15,46529.24,28624.53,17904.71,0.3848,2,4.9
RM-00771,2026-06-05,Москва,Онлайн,Новый,Электроника,Аксессуары,1,29668.64,15,25218.34,17525.84,7692.51,0.305,5,4.8
RM-01002,2026-06-05,Екатеринбург,Магазин,Повторный,Одежда,Повседневная,2,5924.93,10,10664.87,7301.66,3363.21,0.3154,7,4.1
RM-00067,2026-06-06,Москва,Онлайн,Новый,Одежда,Повседневная,3,3065.39,0,9196.17,5852.76,3343.41,0.3636,5,4.3
RM-00348,2026-06-06,Самара,Магазин,Новый,Красота,Парфюмерия,5,2098.4,20,8393.6,6242.8,2150.8,0.2562,7,4.6
RM-00456,2026-06-06,Москва,Магазин,Повторный,Красота,Уход,3,2554.08,10,6896.02,5326.51,1569.51,0.2276,4,4.9
RM-00723,2026-06-06,Казань,Магазин,Новый,Дом и кухня,Техника для дома,4,5372.67,15,18267.08,14282.13,3984.95,0.2181,4,4.3
RM-01167,2026-06-06,Москва,Онлайн,Корпоративный,Красота,Уход,8,2181.94,20,13964.42,10472.9,3491.52,0.25,1,5.0
RM-00130,2026-06-07,Санкт-Петербург,Онлайн,Новый,Красота,Парфюмерия,1,2333.43,15,1983.42,1699.45,283.97,0.1432,2,5.0
RM-00214,2026-06-07,Нижний Новгород,Магазин,Повторный,Красота,Уход,5,2452.24,25,9195.9,6853.37,2342.53,0.2547,2,5.0
RM-00299,2026-06-07,Ростов-на-Дону,Онлайн,Корпоративный,Канцтовары,Письменные принадлежности,5,923.98,10,4157.91,3244.14,913.77,0.2198,4,4.5
RM-00461,2026-06-07,Нижний Новгород,Онлайн,Повторный,Дом и кухня,Посуда,1,6015.02,0,6015.02,5085.03,929.99,0.1546,2,5.0
RM-00686,2026-06-07,Казань,Онлайн,Новый,Спорт,Туризм,4,6387.44,5,24272.27,14905.63,9366.64,0.3859,3,4.2
RM-00799,2026-06-07,Санкт-Петербург,Онлайн,Новый,Одежда,Спортивная,3,4915.14,0,14745.42,10866.37,3879.05,0.2631,4,4.1
RM-01141,2026-06-07,Екатеринбург,Магазин,Повторный,Электроника,Аксессуары,7,17844.99,0,124914.93,91881.11,33033.82,0.2645,5,4.0
RM-00003,2026-06-08,Казань,Магазин,Повторный,Дом и кухня,Техника для дома,3,8580.77,25,19306.73,13335.02,5971.71,0.3093,2,5.0
RM-00103,2026-06-08,Новосибирск,Магазин,Повторный,Одежда,Спортивная,3,2760.74,0,8282.22,5544.76,2737.46,0.3305,3,4.7
RM-00179,2026-06-08,Новосибирск,Онлайн,Новый,Дом и кухня,Посуда,2,4080.36,20,6528.58,4978.91,1549.67,0.2374,7,3.5
RM-00293,2026-06-08,Ростов-на-Дону,Магазин,Повторный,Электроника,Аксессуары,4,21513.18,10,77447.45,53986.61,23460.84,0.3029,4,4.6
RM-00375,2026-06-08,Казань,Онлайн,Новый,Одежда,Повседневная,2,4372.6,5,8307.94,5542.58,2765.36,0.3329,2,4.9
RM-00431,2026-06-08,Новосибирск,Онлайн,Повторный,Одежда,Повседневная,1,4526.85,10,4074.17,3661.49,412.67,0.1013,3,5.0
RM-00556,2026-06-08,Новосибирск,Онлайн,Новый,Одежда,Спортивная,2,3736.37,20,5978.19,4778.7,1199.49,0.2006,3,4.0
RM-00893,2026-06-08,Санкт-Петербург,Онлайн,Повторный,Электроника,Смартфоны,5,14873.18,15,63211.01,39574.1,23636.91,0.3739,2,5.0
RM-01113,2026-06-08,Москва,Магазин,Новый,Дом и кухня,Техника для дома,2,4336.02,5,8238.44,6436.67,1801.77,0.2187,2,4.6
RM-01135,2026-06-08,Москва,Онлайн,Новый,Дом и кухня,Посуда,4,4883.47,10,17580.49,12291.87,5288.62,0.3008,4,4.4
RM-00134,2026-06-09,Санкт-Петербург,Магазин,Повторный,Дом и кухня,Техника для дома,5,6370.95,20,25483.8,18926.85,6556.95,0.2573,2,5.0
RM-00566,2026-06-09,Екатеринбург,Магазин,Повторный,Одежда,Повседневная,4,2562.82,0,10251.28,7608.29,2642.99,0.2578,4,5.0
RM-00963,2026-06-09,Казань,Онлайн,Повторный,Красота,Парфюмерия,4,2289.68,5,8700.78,6949.89,1750.9,0.2012,2,4.8
RM-00022,2026-06-10,Екатеринбург,Магазин,Повторный,Спорт,Фитнес,2,8003.22,20,12805.15,9621.55,3183.6,0.2486,6,4.7
RM-00035,2026-06-10,Москва,Партнеры,Новый,Спорт,Фитнес,3,6449.43,5,18380.88,13040.89,5339.99,0.2905,1,4.6
RM-00590,2026-06-10,Москва,Магазин,Повторный,Одежда,Спортивная,5,2428.41,0,12142.05,8527.23,3614.82,0.2977,2,5.0
RM-00917,2026-06-10,Москва,Онлайн,Новый,Одежда,Повседневная,2,4229.79,0,8459.58,5639.6,2819.98,0.3333,4,4.6
RM-00919,2026-06-10,Екатеринбург,Онлайн,Повторный,Дом и кухня,Посуда,4,10874.75,10,39149.1,25490.94,13658.16,0.3489,5,3.8
RM-00978,2026-06-10,Нижний Новгород,Магазин,Повторный,Спорт,Фитнес,2,6472.43,5,12297.62,8944.25,3353.36,0.2727,3,4.8
RM-00979,2026-06-10,Новосибирск,Магазин,Корпоративный,Одежда,Спортивная,5,3260.6,0,16303.0,12121.12,4181.88,0.2565,5,4.1
RM-01155,2026-06-10,Москва,Онлайн,Новый,Канцтовары,Письменные принадлежности,4,967.08,10,3481.49,2764.78,716.71,0.2059,3,4.9
RM-00128,2026-06-11,Нижний Новгород,Магазин,Новый,Электроника,Смартфоны,2,17143.82,20,27430.11,18214.29,9215.82,0.336,6,3.2
RM-00640,2026-06-11,Екатеринбург,Онлайн,Новый,Одежда,Спортивная,2,5596.49,20,8954.38,5969.74,2984.64,0.3333,7,3.8
RM-00764,2026-06-11,Самара,Магазин,Повторный,Спорт,Фитнес,4,5701.9,10,20526.84,14361.98,6164.86,0.3003,6,3.7
RM-00796,2026-06-11,Новосибирск,Магазин,Повторный,Красота,Парфюмерия,3,3895.51,0,11686.53,9518.28,2168.25,0.1855,4,5.0
RM-01037,2026-06-11,Казань,Онлайн,Повторный,Красота,Уход,7,3098.72,10,19521.94,13411.62,6110.32,0.313,3,4.2
RM-01138,2026-06-11,Москва,Онлайн,Повторный,Дом и кухня,Техника для дома,4,3824.79,15,13004.29,9345.12,3659.16,0.2814,1,5.0
RM-00026,2026-06-12,Новосибирск,Онлайн,Новый,Электроника,Смартфоны,6,19406.08,20,93149.18,54863.14,38286.04,0.411,3,5.0
RM-00939,2026-06-12,Москва,Онлайн,Новый,Дом и кухня,Техника для дома,4,3800.17,0,15200.68,10785.98,4414.7,0.2904,2,5.0
RM-01139,2026-06-12,Санкт-Петербург,Магазин,Повторный,Одежда,Повседневная,2,4161.4,10,7490.52,4956.95,2533.57,0.3382,5,4.2
RM-00503,2026-06-14,Санкт-Петербург,Онлайн,Повторный,Дом и кухня,Посуда,3,6391.52,5,18215.83,11440.87,6774.96,0.3719,4,4.9
RM-00797,2026-06-14,Санкт-Петербург,Магазин,Новый,Красота,Парфюмерия,2,2674.27,10,4813.69,4074.54,739.15,0.1536,3,5.0
RM-00840,2026-06-14,Екатеринбург,Магазин,Повторный,Одежда,Спортивная,3,3550.21,15,9053.04,6787.83,2265.2,0.2502,4,4.0
RM-00149,2026-06-15,Ростов-на-Дону,Онлайн,Повторный,Дом и кухня,Посуда,2,5879.69,0,11759.38,8715.65,3043.73,0.2588,4,4.1
RM-00276,2026-06-15,Екатеринбург,Онлайн,Новый,Канцтовары,Бумага,3,1031.2,15,2629.56,2489.28,140.28,0.0533,3,4.9
RM-00561,2026-06-15,Казань,Магазин,Новый,Одежда,Повседневная,2,2749.94,5,5224.89,4369.95,854.94,0.1636,5,4.4
RM-00582,2026-06-15,Нижний Новгород,Онлайн,Повторный,Электроника,Аксессуары,3,26682.93,5,76046.35,55740.02,20306.33,0.267,4,3.9
RM-00682,2026-06-15,Москва,Онлайн,Корпоративный,Дом и кухня,Посуда,7,4506.24,15,26812.13,18177.13,8635.0,0.3221,1,5.0
RM-00786,2026-06-15,Казань,Партнеры,Новый,Канцтовары,Бумага,5,940.65,15,3997.76,3492.92,504.85,0.1263,5,4.1
