ticket_id,created_at,customer_id,region_id,channel,category,priority,first_response_min,resolution_hours,sla_breached,satisfaction_score
TCK-000645,2026-04-24 20:48:00,CUST-0069,R04,phone,payment,normal,13.5,12.7,0,4.4
TCK-001466,2026-05-17 20:59:00,CUST-0090,R04,chat,payment,normal,-8.0,8.6,0,5.0
TCK-000916,2026-04-21 17:43:00,CUST-0078,R03,chat,delivery,high,2.2,4.9,0,5.0
TCK-001203,2026-06-04 17:11:00,CUST-0268,R99,web_form,login,normal,84.5,15.2,0,4.3
TCK-000405,2026-03-23 16:38:00,CUST-0077,R99,email,refund,normal,26.0,22.4,0,3.6
TCK-001314,2026-06-08 16:38:00,CUST-0053,R02,email,login,normal,21.9,2.1,0,4.1
TCK-000944,2026-04-21 11:02:00,CUST-0067,R01,chat,technical,high,7.3,83.2,1,2.2
TCK-001002,2026-03-13 18:23:00,CUST-0281,R06,phone,delivery,normal,-7.0,7.8,0,5.0
TCK-000105,2026-05-31 18:45:00,CUST-0128,R06,email,refund,low,14.4,28.4,0,3.7
TCK-000610,2026-03-09 11:31:00,CUST-0004,R01,web_form,technical,low,82.0,18.8,0,3.5
TCK-001462,2026-03-05 12:43:00,CUST-0105,R07,email,account,normal,61.8,3.2,0,3.5
TCK-000689,2026-05-29 19:52:00,CUST-0222,R05,phone,login,normal,2.4,0.5,0,5.0
TCK-000959,2026-03-27 17:54:00,CUST-0194,R04,chat,refund,low,3.1,37.5,0,4.6
TCK-000942,2026-04-28 16:16:00,CUST-0130,R01,chat,technical,normal,4.9,12.4,0,4.9
TCK-000063,2026-04-03 17:27:00,CUST-0183,R01,chat,payment,high,3.4,31.5,1,3.5
TCK-000282,2026-03-10 11:11:00,CUST-0052,R02,chat,payment,high,6.6,19.7,1,3.5
TCK-000779,2026-05-20 12:33:00,CUST-0241,R01,phone,payment,normal,20.9,2.9,0,5.0
TCK-001051,2026-04-09 18:11:00,CUST-0084,R04,web_form,payment,low,98.5,8.2,0,4.1
TCK-000239,2026-04-21 16:55:00,CUST-0051,R01,email,account,normal,15.3,2.9,0,4.8
TCK-000224,2026-03-26 19:45:00,CUST-0256,R08,web_form,delivery,low,1.8,7.2,0,4.6
TCK-000146,2026-03-24 15:02:00,CUST-0099,R02,phone,refund,normal,14.2,28.1,1,3.3
TCK-001409,2026-04-13 08:07:00,CUST-0186,R08,chat,login,critical,1.3,7.1,1,4.0
TCK-000374,2026-04-24 12:56:00,CUST-0157,R01,chat,technical,low,3.5,34.8,0,4.8
TCK-001238,2026-04-21 10:25:00,CUST-0158,R03,email,account,normal,65.3,2.9,0,4.6
TCK-000119,2026-03-31 13:59:00,CUST-0148,R03,web_form,technical,low,29.2,13.7,0,
TCK-001135,2026-04-23 13:17:00,CUST-0063,R01,chat,refund,low,1.7,52.1,0,4.6
TCK-000251,2026-06-07 11:06:00,CUST-0217,R05,email,technical,normal,26.2,58.2,1,1.3
TCK-001455,2026-03-25 16:34:00,CUST-0283,R03,chat,technical,normal,2.8,32.9,1,3.5
TCK-001218,2026-03-03 09:37:00,CUST-0101,R04,email,payment,high,36.9,6.6,0,4.5
TCK-000902,2026-05-19 12:37:00,CUST-0158,R08,phone,login,normal,15.2,8.2,0,4.2
TCK-000010,2026-04-16 15:44:00,CUST-0032,R01,email,account,normal,73.0,13.1,0,4.2
TCK-000450,2026-05-08 11:28:00,CUST-0156,R03,chat,technical,low,4.1,47.6,0,4.1
TCK-000893,2026-04-10 09:29:00,CUST-0079,R05,phone,delivery,low,15.6,19.5,0,4.1
TCK-000709,2026-04-12 17:19:00,CUST-0085,R01,web_form,technical,normal,10.2,25.3,1,3.2
TCK-000256,2026-04-22 15:10:00,CUST-0157,R02,chat,account,normal,10.0,2.8,0,5.0
TCK-000594,2026-03-11 21:01:00,CUST-0078,R05,chat,technical,low,8.5,69.6,0,3.1
TCK-000390,2026-05-09 21:08:00,CUST-0315,R01,chat,refund,low,7.6,30.5,0,4.7
TCK-000968,2026-05-07 18:00:00,CUST-0182,R01,chat,delivery,high,3.9,30.7,1,4.4
TCK-001210,2026-06-03 20:36:00,CUST-0196,R02,email,account,normal,23.6,14.9,0,4.2
TCK-000558,2026-05-26 15:16:00,CUST-0233,R01,phone,account,low,1.7,6.7,0,5.0
TCK-000189,2026-06-08 17:21:00,CUST-0078,R08,chat,delivery,normal,7.6,20.5,0,4.6
TCK-001056,2026-04-21 17:23:00,CUST-0261,R01,web_form,payment,normal,41.8,9.5,0,4.3
TCK-000461,2026-04-10 15:36:00,CUST-0082,R04,phone,technical,normal,8.0,28.0,1,
TCK-000724,2026-04-26 10:08:00,CUST-0193,R01,phone,account,normal,22.9,12.8,0,5.0
TCK-001392,2026-03-31 16:06:00,CUST-0209,R01,email,delivery,low,68.3,9.7,0,3.6
TCK-000145,2026-04-29 11:19:00,CUST-0273,R06,email,account,high,30.9,2.2,0,4.7
TCK-000502,2026-05-27 12:27:00,CUST-0175,R07,chat,login,high,7.9,15.4,1,4.0
TCK-001106,2026-03-06 13:34:00,CUST-0234,R01,chat,account,normal,9.0,10.5,0,5.0
TCK-000740,2026-05-26 18:01:00,CUST-0231,R03,email,payment,normal,27.7,20.6,1,3.0
TCK-001395,2026-03-05 19:05:00,CUST-0112,R01,EMAIL,technical,critical,3.1,69.1,1,1.8
TCK-000732,2026-04-22 21:56:00,CUST-0077,R01,phone,technical,high,12.3,8.9,0,4.6
TCK-000540,2026-05-24 17:01:00,CUST-0119,R05,chat,payment,high,2.4,1.6,0,5.0
TCK-000178,2026-05-05 18:10:00,CUST-0174,R01,chat,account,critical,3.5,31.1,1,3.6
TCK-001457,2026-06-06 14:08:00,CUST-0303,R08,chat,delivery,high,4.3,10.9,0,4.4
TCK-000698,2026-03-17 11:54:00,CUST-0204,R03,chat,delivery,low,2.8,6.9,0,5.0
TCK-000951,2026-03-31 10:37:00,CUST-0301,R08,web_form,technical,normal,17.9,19.6,0,4.3
TCK-001055,2026-05-27 13:39:00,CUST-0071,R02,email,refund,normal,52.2,76.9,1,1.4
TCK-001315,2026-05-20 19:12:00,CUST-0292,R07,web_form,refund,high,23.5,44.7,1,2.9
TCK-000909,2026-03-04 15:35:00,CUST-0218,R02,phone,login,high,4.0,7.3,0,4.4
TCK-000023,2026-05-18 18:27:00,CUST-0275,R01,phone,account,normal,2.2,11.5,0,5.0
TCK-000008,2026-05-22 19:27:00,CUST-0123,R04,phone,login,critical,2.6,15.3,1,3.0
TCK-001280,2026-05-06 11:08:00,CUST-0280,R05,web_form,login,high,11.8,5.7,0,5.0
TCK-000668,2026-06-05 16:03:00,CUST-0164,R07,email, Refund ,high,91.4,7.5,0,3.8
TCK-001169,2026-06-04 19:07:00,CUST-0073,R07,EMAIL,account,normal,9.0,4.8,0,5.0
TCK-000358,2026-04-15 20:17:00,CUST-0258,R08,phone,login,normal,21.1,4.9,1,4.9
TCK-000784,2026-05-03 11:41:00,CUST-0146,R06,email,login,normal,143.8,3.4,0,3.6
TCK-000736,2026-04-25 17:48:00,CUST-0074,R07,email,login,critical,12.5,8.9,1,3.9
TCK-000330,2026-03-22 18:36:00,CUST-0017,R08,email,login,high,90.1,8.1,0,3.8
TCK-001201,2026-03-13 20:29:00,CUST-0318,R01,email,delivery,low,37.6,19.7,0,4.5
TCK-001157,2026-03-12 10:54:00,CUST-0166,R02,chat,payment,normal,4.0,17.3,0,4.8
TCK-001125,2026-05-27 09:45:00,CUST-0040,R02,email,account,low,97.9,6.5,0,3.7
TCK-000259,2026-04-04 09:47:00,CUST-0218,R06,web_form,account,high,20.6,12.6,1,3.5
TCK-001365,2026-04-01 17:47:00,CUST-0279,R01,phone,technical,normal,8.7,52.1,1,2.5
TCK-000373,2026-05-05 11:08:00,CUST-0035,R01,chat,refund,normal,12.5,13.1,0,5.0
TCK-001111,2026-05-25 09:48:00,CUST-0257,R01,email,payment,normal,124.8,12.0,1,2.2
TCK-001126,2026-05-06 13:16:00,CUST-0188,R02,phone,technical,critical,10.2,13.9,1,3.7
TCK-000143,2026-04-22 19:11:00,CUST-0308,R08,chat,payment,high,6.9,14.1,1,4.1
TCK-000526,2026-03-21 14:49:00,CUST-0325,R02,phone,payment,normal,4.6,10.4,0,4.2
TCK-001146,2026-03-27 12:30:00,CUST-0301,R02,web_form,delivery,normal,5.3,5.9,0,4.6
TCK-001396,2026-05-11 13:29:00,CUST-0172,R07,chat,account,normal,8.7,11.2,0,5.0
TCK-001129,2026-05-03 10:23:00,CUST-0100,R01,email,technical,normal,65.5,18.7,0,
TCK-001434,2026-04-27 10:07:00,CUST-0157,R05,web_form,delivery,normal,39.3,39.7,1,2.3
TCK-000441,2026-03-17 21:59:00,CUST-0235,R01,chat,payment,normal,2.4,22.0,0,4.9
TCK-000532,2026-04-28 15:19:00,CUST-0021,R03,chat,delivery,low,4.3,12.2,0,5.0
TCK-001211,2026-06-07 11:36:00,CUST-0145,R01,chat,payment,high,3.1,43.1,1,3.6
TCK-000227,2026-06-04 08:33:00,CUST-0144,R01,web_form,refund,low,6.5,33.1,0,4.5
TCK-001042,2026-05-22 15:26:00,CUST-0129,R02,email,payment,low,115.7,5.2,0,3.6
TCK-000229,2026-04-01 13:05:00,CUST-0225,R02,chat,login,normal,1.7,8.9,0,5.0
TCK-001290,2026-03-25 11:33:00,CUST-0238,R01,email,delivery,normal,59.9,1.6,0,4.3
TCK-001308,2026-04-20 21:28:00,CUST-0299,R08,email,technical,normal,9.7,34.6,1,3.2
TCK-000213,2026-03-25 18:17:00,CUST-0057,R01,chat,refund,normal,1.6,23.5,0,5.0
TCK-000886,2026-05-26 17:40:00,CUST-0168,R04,chat,delivery,normal,7.5,24.4,1,4.4
TCK-000080,2026-06-07 18:47:00,CUST-0293,R04,email,payment,high,42.3,17.7,1,4.0
TCK-000149,2026-05-18 12:03:00,CUST-0236,,email,delivery,normal,16.0,11.2,0,4.3
TCK-000815,2026-06-01 09:35:00,CUST-0003,R05,chat,refund,normal,2.7,21.2,0,5.0
TCK-001245,2026-04-06 12:09:00,CUST-0123,R02,email,refund,critical,27.0,41.3,1,2.0
TCK-000923,2026-03-18 19:19:00,CUST-0185,R02,email,technical,low,85.7,43.2,0,2.5
TCK-000672,2026-04-27 13:03:00,CUST-0081,R03,email,delivery,high,46.3,25.4,1,2.9
TCK-001164,2026-04-09 12:15:00,CUST-0321,R02,email,delivery,normal,30.9,20.1,0,5.0
TCK-000556,2026-03-06 20:10:00,CUST-0062,R02,email,login,normal,12.5,2.1,0,4.7
TCK-000918,2026-03-25 14:32:00,CUST-0059,R05,email,payment,normal,34.9,16.4,0,4.3
TCK-000134,2026-03-21 16:20:00,CUST-0143,R08,chat,payment,low,8.6,7.3,0,5.0
TCK-001156,2026-03-19 20:54:00,CUST-0089,R02,chat,refund,high,3.1,65.6,1,2.2
TCK-000824,2026-05-27 14:34:00,CUST-0242,R06,chat,login,high,1.2,17.9,1,4.4
TCK-000409,2026-04-12 13:25:00,CUST-0314,R07,email,technical,normal,13.2,71.6,1,1.8
TCK-000369,2026-05-26 11:45:00,CUST-0054,R06,chat,login,low,7.3,3.1,0,
TCK-000508,2026-05-24 10:33:00,CUST-0079,R01,chat,delivery,normal,4.3,29.1,1,4.0
TCK-001191,2026-04-22 13:16:00,CUST-0126,R01,phone,delivery,normal,3.4,7.6,0,4.6
TCK-000505,2026-05-29 14:21:00,CUST-0120,R06,email,delivery,low,50.2,12.4,0,
TCK-001343,2026-04-17 09:27:00,CUST-0003,R01,chat,delivery,normal,2.6,10.4,1,4.3
TCK-000348,2026-03-16 17:48:00,CUST-0199,,chat,delivery,normal,22.4,6.9,0,5.0
TCK-000387,2026-03-01 20:29:00,CUST-0271,R05,chat,technical,normal,2.5,15.8,0,5.0
TCK-000001,2026-05-16 17:46:00,CUST-0156,R01,chat,delivery,normal,8.9,28.0,1,3.8
TCK-000361,2026-05-29 09:28:00,CUST-0317,R05,chat, technical ,high,4.9,48.6,1,3.8
TCK-000895,2026-03-05 09:02:00,CUST-0197,R01,email,delivery,normal,53.8,8.2,1,3.0
TCK-000829,2026-05-21 10:45:00,CUST-0283,R07,email,delivery,normal,63.3,6.2,0,4.2
TCK-001426,2026-04-19 10:32:00,CUST-0157,R06,chat,payment,normal,2.9,6.2,0,5.0
TCK-000476,2026-06-04 17:58:00,CUST-0238,R05,email,technical,normal,14.4,182.8,1,4.3
TCK-001291,2026-04-14 18:42:00,CUST-0237,R05,email,login,critical,23.7,19.1,1,4.1
TCK-000058,2026-06-04 12:22:00,CUST-0165,R08,phone,delivery,normal,20.0,31.7,0,3.8
TCK-000638,2026-03-24 11:26:00,CUST-0286,R08,chat,login,high,1.0,5.3,0,5.0
TCK-001317,2026-05-11 19:11:00,CUST-0060,R08,phone,technical,normal,18.0,16.3,0,4.2
TCK-001059,2026-05-01 12:36:00,CUST-0282,R02,email,payment,low,15.3,2.6,0,4.5
TCK-000964,2026-04-04 14:19:00,CUST-0117,R03,email,technical,high,27.4,30.2,1,3.1
TCK-000173,2026-06-02 21:36:00,CUST-0031,R04,email,payment,high,27.0,11.0,0,5.0
TCK-000451,2026-06-02 14:35:00,CUST-0099,R07,web_form,payment,high,3.2,9.5,0,5.0
TCK-000126,2026-04-29 21:02:00,CUST-0220,R05,email,login,high,61.0,3.8,0,3.7
TCK-000991,2026-05-18 19:44:00,CUST-0059,R01,email,account,critical,15.9,8.3,1,3.2
TCK-000531,2026-04-22 21:46:00,CUST-0141,R01,phone,technical,normal,10.9,36.4,1,3.6
TCK-000858,2026-06-02 16:07:00,CUST-0269,R01,chat,login,normal,5.7,5.5,0,5.0
TCK-000714,2026-05-19 10:18:00,CUST-0259,R02,chat,login,low,13.0,2.7,0,5.0
TCK-000091,2026-03-21 09:41:00,CUST-0136,R07,chat,refund,normal,3.3,48.9,1,2.7
TCK-001461,2026-04-06 20:03:00,CUST-0260,R01,phone,account,normal,13.0,21.9,0,3.3
TCK-000182,2026-03-23 10:28:00,CUST-0049,R05,email,refund,critical,9.4,98.8,1,1.3
TCK-000876,2026-04-03 12:36:00,CUST-0089,R02,email,technical,normal,31.3,13.2,0,4.1
TCK-001019,2026-04-26 14:48:00,CUST-0049,R08,phone,technical,normal,4.7,25.2,1,3.3
TCK-000787,2026-03-26 18:49:00,CUST-0327,R01,chat,login,normal,4.2,8.7,0,5.0
TCK-000415,2026-05-30 15:21:00,CUST-0061,R08,chat,refund,high,3.8,29.0,1,3.7
TCK-000252,2026-05-18 19:58:00,CUST-0232,R06,web_form,refund,high,47.9,5.4,1,3.2
TCK-000070,2026-04-24 08:48:00,CUST-0181,R08,email,payment,normal,16.6,7.5,0,4.7
TCK-000804,2026-06-02 16:11:00,CUST-0025,R06,phone,payment,critical,13.3,6.1,0,4.3
TCK-000132,2026-04-24 13:17:00,CUST-0292,R05,chat,technical,normal,4.7,13.0,0,5.0
TCK-000301,2026-06-06 12:05:00,CUST-0182,R03,email,login,normal,121.9,6.9,0,3.7
TCK-001031,2026-05-08 18:57:00,CUST-0264,R01,phone,technical,high,3.5,9.1,0,5.0
TCK-000327,2026-03-05 15:20:00,CUST-0053,R02,email,delivery,normal,109.0,34.8,1,2.3
TCK-001475,2026-05-05 08:46:00,CUST-0072,R06,chat,delivery,normal,3.3,10.9,0,5.0
TCK-001121,2026-06-01 16:10:00,CUST-0081,R05,chat,technical,high,1.3,17.7,1,4.9
TCK-000500,2026-06-05 18:04:00,CUST-0100,R06,email,technical,normal,38.4,16.5,0,4.4
TCK-000342,2026-05-19 18:40:00,CUST-0133,R06,email,refund,low,47.6,32.4,0,3.1
TCK-000833,2026-05-27 08:51:00,CUST-0180,R04,phone,account,high,5.8,26.2,1,4.0
TCK-000365,2026-04-04 19:13:00,CUST-0186,R01,chat,technical,normal,2.3,17.8,0,5.0
TCK-000496,2026-03-20 12:28:00,CUST-0037,R01,web_form,technical,normal,42.3,34.8,1,3.0
TCK-001405,2026-04-13 17:55:00,CUST-0096,R08,email,technical,normal,60.3,29.1,1,2.8
TCK-000339,2026-04-01 21:16:00,CUST-0054,R04,web_form,delivery,high,16.7,37.0,1,3.4
TCK-000422,2026-05-27 09:14:00,CUST-0280,R04,chat,account,low,-2.0,2.5,0,5.0
TCK-000165,2026-06-08 09:41:00,CUST-0274,R04,chat,login,high,11.1,16.2,1,4.4
TCK-000029,2026-05-21 19:23:00,CUST-0047,R03,phone,payment,low,13.4,14.1,0,4.4
TCK-000517,2026-05-22 20:49:00,CUST-0015,R03,chat,refund,low,6.0,4.4,0,5.0
TCK-000194,2026-04-13 08:37:00,CUST-0059,R01,phone,payment,normal,5.3,27.9,1,4.0
TCK-000983,2026-05-20 21:19:00,CUST-0291,R02,chat,account,normal,6.6,3.3,0,5.0
TCK-001372,2026-05-04 14:17:00,CUST-0288,R06,chat,delivery,normal,2.1,10.8,0,4.6
TCK-000946,2026-04-23 16:56:00,CUST-0260,R05,phone,login,normal,1.3,3.9,0,5.0
TCK-001371,2026-04-08 12:39:00,CUST-0235,R02,chat,delivery,normal,3.2,25.9,1,4.6
TCK-000170,2026-03-20 09:32:00,CUST-0060,R06,chat,account,normal,9.6,7.5,0,5.0
TCK-000168,2026-04-22 21:03:00,CUST-0306,R02,email,account,high,22.3,30.1,1,3.7
TCK-000653,2026-06-07 11:06:00,CUST-0141,R01,phone,login,normal,11.6,3.5,0,4.6
TCK-000174,2026-04-08 18:17:00,CUST-0077,R07,chat,delivery,low,4.2,15.1,0,
TCK-000519,2026-04-03 17:09:00,CUST-0288,R05,phone,login,critical,2.0,8.9,1,4.5
TCK-001223,2026-06-06 11:45:00,CUST-0260,R03,email,technical,normal,59.0,43.8,1,2.7
TCK-001190,2026-03-31 14:17:00,CUST-0273,R02,email,payment,normal,162.3,14.1,0,3.3
TCK-000913,2026-05-18 13:18:00,CUST-0271,R02,email,refund,normal,62.6,20.0,0,4.4
TCK-000492,2026-05-29 09:34:00,CUST-0003,R04,email,payment,normal,8.8,5.6,0,3.9
TCK-000954,2026-05-13 08:31:00,CUST-0329,R04,phone,refund,high,17.4,87.9,1,2.0
TCK-000074,2026-03-15 11:39:00,CUST-0110,R01,web_form,payment,high,7.0,27.1,1,3.4
TCK-001263,2026-03-05 11:51:00,CUST-0122,R04,phone,payment,low,7.6,1.9,0,5.0
TCK-000588,2026-04-24 12:39:00,CUST-0205,R08,chat,login,normal,15.5,2.2,0,5.0
TCK-000751,2026-05-06 10:01:00,CUST-0012,R07,phone,login,normal,9.5,2.4,0,5.0
TCK-000658,2026-05-25 20:32:00,CUST-0305,R02,web_form,technical,critical,15.5,30.0,1,3.3
TCK-000843,2026-05-17 20:43:00,CUST-0046,R05,chat,technical,normal,1.9,19.9,0,4.1
TCK-000235,2026-03-04 17:45:00,CUST-0311,R06,web_form,payment,normal,20.0,8.4,0,4.6
TCK-000733,2026-03-11 20:49:00,CUST-0038,R01,phone,delivery,low,12.5,17.6,0,4.4
TCK-000215,2026-05-28 21:11:00,CUST-0253,R05,email,technical,normal,68.5,32.7,1,2.5
TCK-000163,2026-05-08 14:36:00,CUST-0030,R03,chat,refund,high,2.3,69.8,1,2.7
TCK-000133,2026-06-04 15:11:00,CUST-0263,R08,email,PAYMENT,normal,70.7,33.9,1,2.5
TCK-001112,2026-06-02 17:30:00,CUST-0176,R08,phone,payment,normal,21.0,10.1,0,4.2
TCK-000223,2026-06-01 14:38:00,CUST-0286,R07,chat,payment,high,1.0,9.9,0,4.9
TCK-001237,2026-05-28 18:14:00,CUST-0166,R06,chat,technical,normal,3.2,16.3,0,5.0
TCK-000935,2026-03-17 21:51:00,CUST-0059,R02,chat,login,critical,1.0,7.7,1,4.2
TCK-000186,2026-04-21 09:07:00,CUST-0174,R07,phone,account,normal,14.8,2.4,0,
TCK-000042,2026-05-30 18:17:00,CUST-0173,R08,email,technical,normal,14.4,10.1,0,4.5
TCK-000693,2026-04-12 12:49:00,CUST-0229,,phone,payment,high,7.7,9.1,0,4.7
TCK-000109,2026-03-23 08:03:00,CUST-0193,R03,chat,technical,normal,5.8,41.4,1,3.0
TCK-000039,2026-06-07 11:57:00,CUST-0267,R07,chat,login,normal,1.0,4.6,0,5.0
TCK-000569,2026-06-05 20:38:00,CUST-0227,R01,chat,login,normal,2.0,2.4,0,5.0
TCK-001005,2026-05-20 17:48:00,CUST-0027,R01,chat,payment,high,1.0,10.0,0,4.8
TCK-001277,2026-04-28 17:30:00,CUST-0129,R06,chat,technical,normal,3.1,20.4,0,5.0
TCK-001452,2026-03-12 15:15:00,CUST-0146,R02,chat,account,low,7.8,7.2,0,4.8
TCK-000484,2026-03-04 10:12:00,CUST-0068,R06,phone,payment,critical,10.1,5.3,0,5.0
TCK-000469,2026-05-19 09:06:00,CUST-0151,R04,web_form,technical,high,34.3,46.5,1,3.3
TCK-000891,2026-04-25 11:50:00,CUST-0286,R04,chat,account,high,2.0,11.9,0,5.0
TCK-000948,2026-05-22 16:32:00,CUST-0009,R06,web_form,payment,normal,14.3,26.2,1,2.9
TCK-000025,2026-04-14 08:02:00,CUST-0169,R06,phone,delivery,normal,18.6,17.9,0,5.0
TCK-001213,2026-04-21 08:22:00,CUST-0309,R05,chat,login,high,8.9,5.6,0,4.3
TCK-001202,2026-05-21 20:05:00,CUST-0207,R01,chat,payment,high,7.4,30.9,1,4.0
TCK-000069,2026-03-06 13:40:00,CUST-0250,R03,phone,delivery,normal,9.3,33.7,1,3.4
TCK-000885,2026-05-11 12:25:00,CUST-0060,R01,email,payment,high,30.3,12.4,1,4.0
TCK-001275,2026-04-10 14:38:00,CUST-0286,R05,email,login,normal,16.5,2.3,0,4.4
TCK-000367,2026-05-02 10:11:00,CUST-0307,R08,chat,technical,normal,3.8,28.6,1,4.4
TCK-000506,2026-04-14 20:20:00,CUST-0160,R01,phone,payment,high,9.2,8.6,1,4.7
TCK-000851,2026-03-16 17:40:00,CUST-0130,R07,web_form,delivery ,low,87.9,9.2,0,3.3
TCK-001326,2026-03-06 19:12:00,CUST-0040,R02,chat,delivery,normal,3.9,37.1,1,3.9
TCK-000384,2026-05-01 14:33:00,CUST-0018,R04,chat,refund,high,3.3,43.5,1,3.4
TCK-000735,2026-04-23 17:41:00,CUST-0092,R02,email,payment,high,10.7,20.0,1,3.0
TCK-000718,2026-04-20 08:02:00,CUST-0064,R04,phone,account,normal,15.7,7.3,0,5.0
TCK-001346,2026-06-05 17:28:00,CUST-0269,R04,email,delivery,normal,133.6,16.7,0,3.2
TCK-000455,2026-04-21 16:56:00,CUST-0101,R05,web_form,technical,normal,2.8,55.8,1,2.9
TCK-000265,2026-05-28 18:44:00,CUST-0167,R05,phone,account,normal,1.0,8.3,0,4.8
TCK-000076,2026-04-05 13:55:00,CUST-0138,R02,phone,technical,normal,7.9,29.0,1,3.3
TCK-000915,2026-04-23 19:53:00,CUST-0293,R02,web_form,account,normal,17.4,10.8,0,4.4
TCK-000233,2026-04-16 16:55:00,CUST-0262,R07,chat,technical,high,2.4,47.6,1,2.4
TCK-000445,2026-05-28 17:02:00,CUST-0049,R06,chat,technical,normal,7.0,12.2,0,
TCK-000396,2026-03-09 16:28:00,CUST-0141,R05,chat,payment,critical,1.0,21.0,1,4.2
TCK-000612,2026-05-02 13:08:00,CUST-0060,R02,email,payment,normal,22.2,4.9,0,4.9
TCK-000177,2026-05-11 10:40:00,CUST-0279,R08,chat,login,low,14.1,1.0,0,5.0
TCK-000019,2026-05-28 18:51:00,CUST-0222,R03,email,technical,normal,68.2,54.1,1,1.5
TCK-001321,2026-05-06 15:30:00,CUST-0121,R01,chat,account,normal,6.6,9.4,0,5.0
TCK-001062,2026-03-23 13:54:00,CUST-0009,R08,email,technical,normal,16.5,8.8,0,4.5
TCK-001080,2026-04-30 14:08:00,CUST-0013,R04,web_form,refund,high,11.1,69.0,1,1.8
TCK-000596,2026-04-21 16:08:00,CUST-0110,R02,chat,login,high,6.2,9.8,0,5.0
TCK-000062,2026-05-29 09:00:00,CUST-0126,R05,email,delivery,low,74.8,31.2,0,3.2
TCK-000873,2026-03-12 21:45:00,CUST-0027,R05,chat,delivery,normal,13.9,27.1,1,4.0
TCK-001175,2026-03-20 21:21:00,CUST-0136,R02,phone,account,high,2.7,4.4,0,5.0
TCK-001417,2026-04-29 20:19:00,CUST-0046,R02,email,login,normal,39.7,3.3,0,4.2
TCK-000279,2026-05-07 18:45:00,CUST-0138,R04,phone,payment,normal,20.7,9.3,0,5.0
TCK-000037,2026-05-18 19:11:00,CUST-0292,R04,email,payment,normal,33.8,8.1,0,4.2
TCK-000663,2026-05-27 14:17:00,CUST-0026,R05,email,account,normal,45.0,8.9,0,3.8
TCK-001362,2026-05-25 15:48:00,CUST-0072,R01,web_form,payment,normal,30.9,8.1,0,4.8
TCK-001095,2026-03-03 10:06:00,CUST-0239,R02,phone,delivery,low,2.9,16.5,0,3.8
TCK-000978,2026-04-20 16:13:00,CUST-0251,R03,phone,technical,normal,31.1,11.1,0,4.4
TCK-000739,2026-04-30 13:00:00,CUST-0070,R04,chat,login,low,6.4,2.7,0,5.0
TCK-000192,2026-04-06 11:02:00,CUST-0192,R01,web_form,refund,normal,44.7,61.7,1,2.3
TCK-000920,2026-05-24 11:26:00,CUST-0184,R01,email,delivery,high,12.2,1.9,0,5.0
TCK-000457,2026-04-22 17:56:00,CUST-0081,R08,chat,technical,normal,2.6,7.0,0,5.0
TCK-000676,2026-05-18 15:29:00,CUST-0013,R01,chat,technical,normal,9.4,69.0,1,2.2
TCK-000761,2026-05-26 09:17:00,CUST-0237,R01,chat,refund,normal,2.4,29.5,0,5.0
TCK-001363,2026-03-10 11:03:00,CUST-0322,R07,email,delivery,normal,31.6,8.6,0,4.0
TCK-000729,2026-05-30 08:45:00,CUST-0119,R04,chat,payment,low,3.1,4.9,0,5.0
TCK-000413,2026-05-06 15:26:00,CUST-0085,R01,web_form,payment,high,4.6,15.0,1,3.5
TCK-000826,2026-03-05 10:13:00,CUST-0230,R07,chat,refund,normal,6.3,26.9,1,4.3
TCK-000617,2026-05-22 18:41:00,CUST-0327,R01,web_form,delivery,normal,9.5,13.9,0,5.0
TCK-000115,2026-05-29 16:18:00,CUST-0221,R02,web_form,PAYMENT,high,37.7,11.3,0,4.8
TCK-000418,2026-03-14 15:43:00,CUST-0095,R04,chat,delivery,normal,1.3,21.7,0,4.4
TCK-001439,2026-05-19 17:18:00,CUST-0304,R01,phone,delivery,critical,1.0,16.1,1,4.2
TCK-000970,2026-05-14 11:33:00,CUST-0071,R03,email,payment,normal,84.0,6.4,0,3.7
TCK-000605,2026-06-03 14:41:00,CUST-0158,R01,chat,technical,normal,15.4,81.0,1,2.2
TCK-001445,2026-05-28 14:09:00,CUST-0307,R01,chat,delivery,high,6.1,36.1,1,4.2
TCK-000090,2026-04-30 16:37:00,CUST-0140,R01,web_form,login,normal,36.1,6.7,0,4.9
TCK-000849,2026-05-19 17:48:00,CUST-0055,R03,phone,technical,normal,16.9,9.0,1,4.5
TCK-001313,2026-03-12 16:26:00,CUST-0128,R01,web_form,login,normal,23.6,2.2,0,4.7
TCK-001444,2026-03-27 20:03:00,CUST-0122,R05,phone,account,high,6.8,7.4,0,5.0
TCK-000754,2026-05-01 19:15:00,CUST-0203,R03,web_form,payment,critical,8.9,15.4,1,3.6
TCK-000499,2026-04-29 09:01:00,CUST-0177,R01,chat,delivery,normal,1.1,37.1,1,3.8
TCK-000012,2026-05-30 17:47:00,CUST-0135,R04,email,login,low,16.2,1.3,0,5.0
TCK-000397,2026-03-27 16:02:00,CUST-0013,R08,web_form,payment,normal,8.2,6.6,0,
TCK-000285,2026-04-02 08:48:00,CUST-0077,R06,chat,account,normal,5.4,20.7,0,5.0
TCK-000691,2026-05-15 18:55:00,CUST-0257,R06,phone,technical,normal,7.7,40.3,1,3.4
