shipment_id,order_date,origin_city,destination_city,transport_type,cargo_weight_kg,planned_days,actual_days,delivery_cost_rub,delivery_status
SHP005367,2025-05-05,Казань,Уфа,Авто,128.0,2,2,2167.33,В срок
SHP006680,2025-07-12,Москва,Казань,Авиа,143.7,2,2,6736.33,В срок
SHP008937,2025-10-06,Казань,Ростов-на-Дону,авто ,121.4,4,3,3378.14,В срок
SHP007563,2025-12-03,Москва,Уфа,Авто,235.4,4,8,4010.01,Задержка
SHP004612,2025-02-08,Москва,Новосибирск,Авиа,355.1,3,3,16239.48,В срок
SHP006710,2025-04-19,Санкт-Петербург,Нижний Новгород,Авто,250.3,3,3,2910.52,В срок
SHP008780,2025-02-26,Москва,Ростов-на-Дону,Авто,391.4,3,3,3473.33,В срок
SHP006609,2025-07-04,Москва,Казань,Железная дорога,71.8,3,3,2636.39,В срок
SHP001877,2025-11-10,Москва,Ростов-на-Дону,Авто,127.5,3,3,3389.35,В срок
SHP002254,2025-02-14,Москва,Новосибирск,Железная дорога,528.5,6,6,5534.48,В срок
SHP008699,2025-10-26,Москва,Новосибирск,Железная дорога,61.6,6,6,5087.56,В срок
SHP003063,2025-07-03,Москва,Самара,Железная дорога,293.3,4,6,3129.56,Задержка
SHP006944,2025-01-04,Екатеринбург,Пермь,Железная дорога,45.2,3,3,1920.45,В срок
SHP008677,2025-11-23,Санкт-Петербург,Екатеринбург,Железная дорога,92.1,5,5,4127.69,В срок
SHP004595,2025-12-11,Казань,Нижний Новгород,Авто,295.9,2,2,2138.34,В срок
SHP003821,2025-06-30,Москва,Ростов-на-Дону,Авто,265.2,3,3,3709.27,В срок
SHP001761,2025-02-17,Москва,Ростов-на-Дону,Авто,99.3,3,3,3071.15,В срок
SHP000716,2025-08-20,Москва,Казань,Авто,330.7,3,3,3133.11,В срок
SHP009789,2025-12-13,Казань,Уфа,Авиа,111.7,2,2,5503.05,В срок
SHP009156,2025-04-01,Санкт-Петербург,Екатеринбург,Авиа,176.0,2,2,12613.89,В срок
SHP003550,2025-04-29,Санкт-Петербург,Самара,Авто,883.6,4,4,5623.04,В срок
SHP002648,2025-12-16,Екатеринбург,Москва,Авиа,116.3,2,2,9723.45,В срок
SHP003589,2025-09-03,Москва,Ростов-на-Дону,Железная дорога,361.6,4,4,3567.84,В срок
SHP009369,2025-03-25,Казань,Новосибирск,Авто,123.8,6,6,5025.58,В срок
SHP004676,2025-01-08,Москва,Уфа,Железная дорога,632.3,4,4,4030.01,В срок
SHP007513,2025-02-18,Москва,Самара,Авто,465.1,3,3,3855.05,В срок
SHP006658,2025-12-28,Казань,Нижний Новгород,Железная дорога,1002.9,3,3,3732.16,В срок
SHP009937,26.09.2025,Казань,Уфа,Авто,662.1,2,2,3374.97,в срок 
SHP008932,10.12.2025,Новосибирск,Самара,Железная дорога,963.4,5,5,5637.41,В срок
SHP003841,2025-07-15,Казань,Уфа,Железная дорога,197.3,3,3,2141.61,В срок
SHP000813,2025-08-28,Екатеринбург,Новосибирск,Авто,301.3,4,4,4513.1,В срок
SHP000441,2025-10-24,Москва,Санкт-Петербург,Авто,48.6,3,3,2358.4,В срок
SHP008770,2025-02-03,Москва,Нижний Новгород,Железная дорога,379.8,3,4,2494.24,Задержка
SHP001046,2025-05-05,Москва,Санкт-Петербург,Авто,429.3,3,6,3008.17,Задержка
SHP006284,2025-08-07,Новосибирск,Санкт-Петербург,Железная дорога,288.5,7,8,6351.61,Задержка
SHP005686,2025-01-31,Санкт-Петербург,Казань,Авто,737.0,4,4,5446.08,В срок
SHP004146,2025-02-05,Санкт-Петербург,Екатеринбург,Железная дорога,130.8,5,7,4183.58,Задержка
SHP000149,2025-02-22,Москва,Уфа,Железная дорога,118.1,4,4,3184.13,В срок
SHP009054,2025-12-06,Казань,Москва,Авто,33.1,3,3,2113.13,В срок
SHP005538,2025-01-23,Санкт-Петербург,Ростов-на-Дону,Авиа,150.9,2,2,10436.26,в срок 
SHP002862,26.02.2025,Москва,Уфа,Авто,276.9,4,4,3596.83,В срок
SHP007467,31.05.2025,Москва,Ростов-на-Дону,Авиа,196.1,2,2,7626.52,В срок
SHP004303,2025-01-27,Новосибирск,Нижний Новгород,Железная дорога,331.9,6,7,4556.56,Задержка
SHP009259,2025-12-09, екатеринбург,Нижний Новгород,Авто,363.6,3,3,3622.09,В срок
SHP008984,2025-04-20,Москва,Ростов-на-Дону,Железная дорога,401.8,4,4,3325.65,В срок
SHP004216,2025-03-30,Санкт-Петербург,Ростов-на-Дону,Авто,246.3,4,6,3873.7,Задержка
SHP005964,2025-07-16,Москва,Самара,Авиа,310.3,2,2,8499.15,В срок
SHP003922,2025-09-30,Москва,Екатеринбург,Железная дорога,471.6,4,7,3870.62,Задержка
SHP002600,2025-03-10,Казань,Уфа,Авто,289.9,2,2,2286.86,В срок
SHP008688,2025-05-20,Екатеринбург,Санкт-Петербург,Авиа,195.7,2,2,12661.41,В срок
SHP005501,2025-09-11,Москва,Екатеринбург,Авиа,502.0,2,2,10289.37,В срок
SHP009383,2025-08-04,Новосибирск,Екатеринбург,Авиа,234.1,2,1,10576.5,В срок
SHP001704,2025-02-07,Москва,Екатеринбург,Авиа,603.5,2,6,11778.93,Задержка
SHP008070,2025-07-07,Москва,Казань,Авто,257.6,3,3,2677.0,В срок
SHP001284,2025-04-23,Новосибирск,Казань,Железная дорога,128.4,5,5,4659.41,В срок
SHP006088,2025-08-25,Санкт-Петербург,Москва,Авто,156.4,3,3,2267.82,В срок
SHP009626,2025-04-21,Казань,Самара,Железная дорога,165.5,3,3,2038.26,В срок
SHP006239,2025-06-01,Москва,Новосибирск,Авиа,90.6,3,3,16178.64,В срок
SHP003271,2025-05-18,Санкт-Петербург,Новосибирск,Авто,102.5,7,7,6981.73,В срок
SHP002847,2025-04-19,Казань,Ростов-на-Дону,Авто,1009.2,4,4,5694.69,В срок
SHP002624,2025-08-16,Москва,Ростов-на-Дону,Железная дорога,109.3,4,4,2686.93,В срок
SHP001478,2025-05-04,Москва,Ростов-на-Дону,Железная дорога,157.7,4,4,2930.46,В срок
SHP004597,2025-03-27,Санкт-Петербург,Новосибирск,Железная дорога,632.5,7,7,6703.9,В срок
SHP007770,04.03.2025,Санкт-Петербург,Казань,Авто,586.5,4,4,4251.46,В срок
SHP001055,2025-01-15,Санкт-Петербург,Нижний Новгород,Железная дорога,252.8,4,4,2694.58,В срок
SHP006231,2025-02-22,Москва,Нижний Новгород,Железная дорога,275.1,3,3,2616.65,В срок
SHP002681,2025-01-04,Санкт-Петербург,Москва,Авиа,251.9,2,1,6755.2,В срок
SHP007318,2025-08-30,Москва,Пермь,авто ,114.2,4,5,3421.74,Задержка
SHP001037,2025-11-18,Казань,Пермь,Авто,222.4,2,2,1928.02,В срок
SHP000424,2025-12-25,Москва,Ростов-на-Дону,Авиа,387.4,2,2,9431.14,В срок
SHP001907,2025-06-15,Москва,ростов-на-дону,Железная дорога,386.0,4,4,3737.83,В срок
SHP001523,2025-12-24,Екатеринбург,Самара,Авто,497.4,3,4,3531.87,Задержка
SHP001259,2025-01-02,Санкт-Петербург,Нижний Новгород,Авто,1110.7,3,6,5561.04,Задержка
SHP005540,2025-01-05,Москва,Новосибирск,Железная дорога,204.5,6,5,5318.51,В срок
SHP007820,2025-12-05,Екатеринбург,Новосибирск,Железная дорога,190.4,4,4,3826.4,В срок
SHP001552,2025-08-14,Казань,Пермь,Авто,345.9,2,4,,Задержка
SHP002098,2025-01-11,Екатеринбург,Пермь,Авто,447.6,2,6,2532.12,Задержка
SHP005038,2025-09-03,Новосибирск,Пермь,Авто,214.5,5,5,4768.1,В срок
SHP006842,2025-11-15,Москва,Уфа,Авто,91.1,4,4,3088.53,В срок
SHP009552,2025-10-21,Казань,Уфа,Авто,98.7,2,4,1920.21,Задержка
SHP001983,2025-03-21,Екатеринбург,Москва,Авто,109.5,4,4,3824.47,В срок
SHP009094,2025-05-24,Санкт-Петербург,Самара,Авто,1386.8,4,4,6761.48,В срок
SHP006611,2025-11-20,Екатеринбург,Нижний Новгород,Авто,149.3,3,3,2762.98,В срок
SHP000680,2025-01-18,Москва,Казань,Авиа,528.1,2,2,9158.83,В срок
SHP001026,2025-01-31,Москва,Самара,Авто,362.4,3,7,3123.81,Задержка
SHP005134,2025-08-06,Москва,Самара,Железная дорога,81.9,4,4,2635.24,В срок
SHP004857,2025-01-11,Москва,Казань,Авто,226.7,3,3,2853.68,В срок
SHP003638,2025-04-18,Москва,Ростов-на-Дону,Авиа,458.5,2,3,10148.08,Задержка
SHP007429,2025-10-23,Екатеринбург,Казань,Авто,233.4,3,3,2483.31,В срок
SHP003048,2025-01-02,Москва,Самара,Железная дорога,1132.1,4,4,4144.48,В срок
SHP007238,2025-10-16,Екатеринбург,Ростов-на-Дону,Авиа,555.5,2,2,13376.77,В срок
SHP009479,2025-04-26,Санкт-Петербург,Екатеринбург,Железная дорога,482.6,5,5,4659.78,В срок
SHP007964,2025-12-18,Москва,Санкт-Петербург,Авто,328.8,3,3,2821.44,В срок
SHP008199,2025-09-06,Москва,Новосибирск,Железная дорога,344.6,6,6,6347.96,В срок
SHP006063,2025-05-28,Москва,Екатеринбург,Железная дорога,128.9,4,5,3142.63,Задержка
SHP001111,2025-11-06,Санкт-Петербург,Екатеринбург,Железная дорога,251.5,5,5,4073.41,В срок
SHP005579,2025-11-16,Екатеринбург,Казань,Авто,89.3,3,7,2579.94,Задержка
SHP007359,2025-12-10,Новосибирск,Екатеринбург,Железная дорога,1066.6,4,4,5015.53,В срок
SHP000729,2025-08-18,Санкт-Петербург,Нижний Новгород,Авто,106.2,3,3,2826.35,В срок
SHP003694,2025-04-18,Санкт-Петербург,Новосибирск,Авто,159.9,7,7,6549.43,В срок
SHP007854,2025-12-06,Санкт-Петербург,Москва,Авиа,530.5,2,2,7902.53,В срок
SHP007256,2025-10-03,Москва,Пермь,Авто,322.4,4,4,3799.4,В срок
SHP007677,2025-12-30,Москва,Новосибирск,Авиа,602.7,3,3,18124.36,В срок
SHP003807,2025-04-17,Москва,Екатеринбург,Железная дорога,139.4,4,4,3513.93,В срок
SHP006983,2025-03-07,Москва,Пермь,Железная дорога,70.4,4,4,3333.3,В срок
SHP001309,2025-04-10,Москва,Санкт-Петербург,Авто,78.9,3,2,2197.14,В срок
SHP009154,2025-10-11,Новосибирск,Санкт-Петербург,Авиа,139.2,3,3,18681.16,В срок
SHP007026,2025-04-09,Казань,Нижний Новгород,Железная дорога,412.5,3,3,2425.25,В срок
SHP003666,2025-01-07,Санкт-Петербург,Екатеринбург,Авто,583.1,5,5,5735.83,В срок
SHP003947,2025-04-24,Москва,Казань,Авто,253.9,3,4,2929.69,Задержка
SHP005902,2025-08-26,Екатеринбург,Самара,Железная дорога,186.8,4,3,2816.27,В срок
SHP008043,2025-06-26,Новосибирск,Ростов-на-Дону,Железная дорога,152.0,7,7,5792.35,В срок
SHP000802,2025-02-24,Казань,Уфа,Авто,203.6,2,2,2237.34,В срок
SHP004969,2025-02-04,Москва,Санкт-Петербург,Авиа,358.7,2,2,8364.68,В срок
SHP008377,2025-08-05,Казань,Новосибирск,Авиа,610.1,3,2,15446.66,В срок
SHP008348,2025-10-01,Москва,Самара,Авто,193.7,3,3,3033.51,В срок
SHP002432,2025-10-02,Новосибирск,Самара,Авиа,360.0,3,3,12935.47,В срок
SHP005732,2025-07-02,Москва,Новосибирск,Железная дорога,171.6,6,6,5422.92,В срок
SHP008584,2025-06-30,Новосибирск,Уфа,Авиа,263.6,2,2,10970.23,В срок
SHP006411,2025-07-04,Новосибирск,Уфа,Авто,243.0,5,5,4805.8,В срок
SHP009645,2025-03-30,Москва,Казань,Авто,702.4,3,5,3935.89,Задержка
SHP005637,2025-08-30,Казань,Уфа,Авто,290.0,2,2,2370.63,Задержка
SHP005440,2025-04-11,Москва,Новосибирск,Авиа,570.4,3,3,20756.6,В срок
SHP009823,2025-11-30,Новосибирск,Самара,Железная дорога,1207.8,5,5,5947.92,В срок
SHP002694,2025-09-26,Новосибирск,Екатеринбург,Железная дорога,45.7,4,7,3100.26,Задержка
SHP007103,2025-12-01,Москва,Уфа,Авто,176.0,4,4,3867.12,В срок
SHP000003,2025-07-25,Москва,Санкт-Петербург,Железная дорога,338.0,3,3,3338.8,В срок
SHP002513,2025-03-22,Новосибирск,Ростов-на-Дону,Авиа,157.3,3,3,19265.29,В срок
SHP006945,2025-02-13,Казань,Ростов-на-Дону,Железная дорога,68.1,4,3,3226.81,В срок
SHP009879,2025-06-20,Новосибирск,Ростов-на-Дону,Железная дорога,465.9,7,7,5733.68,В срок
SHP003505,2025-11-01,Москва,Новосибирск,Авиа,250.6,3,3,17278.62,В срок
SHP009441,2025-10-24,Санкт-Петербург,Нижний Новгород,Авто,523.5,3,3,4324.62,В срок
SHP008402,2025-01-01,Новосибирск,Ростов-на-Дону,Железная дорога,352.4,7,7,5633.36,В срок
SHP006277,2025-03-28,Москва,Уфа,Авто,243.5,4,4,3068.45,В срок
SHP001250,2025-08-30,Казань,Санкт-Петербург,Железная дорога,413.8,4,4,3861.95,В срок
SHP005082,2025-04-29,Екатеринбург,нижний новгород,Железная дорога,154.0,4,3,3641.76,В срок
SHP005689,2025-11-03,Москва,Екатеринбург,Авто,455.3,4,4,5253.71,В срок
SHP002609,2025-05-26,Москва,Уфа,Железная дорога,515.3,4,3,3654.65,В срок
SHP002976,2025-03-08,Екатеринбург,Нижний Новгород,Авиа,180.5,2,2,9380.87,В срок
SHP009252,2025-12-05,Москва,Самара,Железная дорога,188.7,4,4,2950.6,В срок
SHP003721,2025-05-14,Казань,Екатеринбург,Авто,120.0,3,3,2965.73,В срок
SHP001444,2025-05-31,Москва,Самара,Авиа,530.0,2,2,9367.08,В срок
SHP003738,2025-02-19,Казань,Москва,Железная дорога,422.7,3,3,2979.58,В срок
SHP000566,2025-11-25,Новосибирск,Екатеринбург,Авиа,91.9,2,2,9566.87,В срок
SHP007868,2025-03-06,Москва,Пермь,Авто,287.2,4,4,3624.2,В срок
SHP006815,2025-11-10,Москва,Нижний Новгород,Авто,133.8,2,2,2013.33,В срок
SHP002252,2025-11-29,Екатеринбург,Самара,Авто,198.2,45,3,2985.17,В срок
SHP008103,2025-10-21,Екатеринбург,Самара,Авто,288.9,3,7,3421.26,Задержка
SHP000482,2025-04-17,Санкт-Петербург,Новосибирск,Железная дорога,617.3,7,7,7094.33,В срок
SHP000944,2025-05-22,Новосибирск,Самара,Железная дорога,212.5,5,5,4610.5,В срок
SHP009894,2025-03-12,Санкт-Петербург,Ростов-на-Дону,Авто,232.8,4,4,3869.39,В срок
SHP004805,2025-10-26,Москва,Новосибирск,Авиа,127.3,3,3,16566.7,В срок
SHP009039,2025-07-15,Санкт-Петербург,Пермь,Авто,426.5,4,3,4552.66,В срок
SHP003792,2025-02-26,Москва,Новосибирск,Железная дорога,416.1,6,10,5793.8,Задержка
SHP001916,19.07.2025,Санкт-Петербург,Самара,Авто,115.1,4,8,4052.81,Задержка
SHP009024,2025-07-24,Казань,Пермь,Авто,336.9,2,6,2989.17,Задержка
SHP009596,2025-07-30,Екатеринбург,Уфа,Авто,84.8,2,6,1671.58,Задержка
SHP005033,2025-08-18,Москва,Пермь,Авто,132.2,4,4,3593.25,В срок
SHP006525,2025-04-07,Москва,Санкт-Петербург,Авто,109.0,3,5,2294.9,Задержка
SHP004763,2025-02-26,Новосибирск,Пермь,Железная дорога,178.8,5,6,3814.7,Задержка
SHP004565,2025-01-29,Санкт-Петербург,Нижний Новгород,Железная дорога,243.4,4,4,2625.75,В срок
SHP008319,2025-11-10,Москва,Самара,Авто,202.4,3,7,3168.16,Задержка
SHP008564,2025-10-14,Новосибирск,Самара,Авиа,312.9,3,3,13699.48,В срок
SHP006401,04.12.2025,Москва,Ростов-на-Дону,Авто,209.8,3,3,3221.81,В срок
SHP000165,2025-01-20,Казань,Екатеринбург,Авто,415.0,3,3,3680.1,В срок
SHP008439,2025-08-12,Москва,Уфа,Авто,135.2,4,5,3432.8,Задержка
SHP006734,2025-08-10,Москва,Екатеринбург,Авиа,129.9,2,2,9030.16,В срок
SHP006556,2025-08-20,Екатеринбург,Ростов-на-Дону,Железная дорога,316.7,5,5,4673.32,В срок
SHP007761,2025-09-30,Москва,Самара,Авиа,1170.5,2,2,14218.67,В срок
SHP009593,2025-04-14,Новосибирск,Нижний Новгород,Авиа,255.4,3,3,16172.35,Задержка
SHP003310,2025-01-24,Москва,Казань,Авто,179.7,3,3,2687.79,В срок
SHP004071,2025-11-15,Екатеринбург,Санкт-Петербург,Авто,242.4,5,8,5127.23,Задержка
SHP007744,2025-03-22,Новосибирск,Екатеринбург,Железная дорога,266.9,4,4,3647.67,В срок
SHP009314,2025-12-29,Москва,Уфа,Авто,112.5,4,6,3140.9,Задержка
SHP004485,2025-04-14,Екатеринбург,Казань,Авто,147.4,3,3,2547.05,В срок
SHP006594,2025-07-12,Казань,Екатеринбург,Авто,131.0,3,3,2656.69,В срок
SHP003022,2025-01-02,Москва,Казань,Авто,191.9,3,2,2600.28,В срок
SHP005821,2025-02-02,Москва,Казань,Авто,262.6,3,3,2928.54,В срок
SHP006989,2025-05-17,Екатеринбург,Пермь,Железная дорога,177.4,3,6,2119.34,Задержка
SHP003564,2025-03-13,Новосибирск,Екатеринбург,Авто,56.1,4,3,3533.96,В срок
SHP001317,2025-06-01,Москва,Ростов-на-Дону,Авто,397.8,3,3,4156.68,В срок
SHP002265,2025-07-04,Казань,Новосибирск,Железная дорога,173.7,5,5,4714.84,В срок
SHP002185,2025-04-17,Екатеринбург,Новосибирск,Авто,303.1,4,4,4007.85,В срок
SHP000877,2025-12-11,Санкт-Петербург,Пермь,Авто,118.6,4,4,3552.55,В срок
SHP000800,2025-12-16,Москва,Пермь,Авто,401.1,4,4,4348.55,В срок
SHP003179,2025-01-13,Екатеринбург,Санкт-Петербург,Авто,271.5,5,5,5251.17,В срок
SHP009047,2025-03-08,Москва,Новосибирск,Железная дорога,165.8,6,6,4458.06,В срок
SHP003140,2025-07-20,Екатеринбург,Новосибирск,Авиа,160.6,2,1,10765.92,В срок
SHP006155,2025-04-13,Москва,Ростов-на-Дону,Железная дорога,241.0,4,6,3279.37,Задержка
SHP006844,2025-07-01,Москва,Пермь,Авто,190.6,4,4,3541.27,В срок
SHP002139,2025-08-30,Екатеринбург,Москва,Железная дорога,208.7,4,4,3839.1,В срок
SHP004939,2025-12-18,Новосибирск,Нижний Новгород,Железная дорога,282.8,6,6,5140.35,В срок
SHP008392,2025-02-13,Москва,Казань,Авто,165.5,3,3,3174.38,В срок
SHP008910,2025-08-20,Екатеринбург,Санкт-Петербург,Железная дорога,105.8,5,5,4083.87,В срок
SHP005583,2025-08-19,Москва,Казань,Авто,115.1,3,2,2780.16,В срок
SHP004797,2025-03-18,Москва,Самара,Авиа,291.4,2,1,7935.41,В срок
SHP006200,2025-10-02,Москва,Самара,Авто,252.7,3,3,3139.16,В срок
SHP009224,2025-05-21,Москва,Ростов-на-Дону,Железная дорога,76.1,4,4,2681.23,В срок
SHP004539,2025-07-02,Казань,Новосибирск,Авиа,68.1,3,3,12915.36,В срок
SHP005347,2025-08-23,Казань,Екатеринбург,Авто,638.0,3,3,3930.74,В срок
SHP000605,2025-02-11,Санкт-Петербург,Уфа,Авто,353.1,5,5,4413.67,В срок
SHP007799,2025-09-25,Москва,Нижний Новгород,Железная дорога,172.3,3,3,2126.45,В срок
SHP007503,2025-11-18,Санкт-Петербург,Самара,Железная дорога,330.0,4,4,3903.57,В срок
SHP000303,2025-09-27,Казань,Самара,Авто,496.5,2,6,2923.35,Задержка
SHP007545,2025-01-10,Новосибирск,Казань,Авиа,141.2,3,6,12872.61,Задержка
SHP006115,2025-03-13,Санкт-Петербург,Казань,Авиа,254.6,2,2,10312.54,В срок
SHP005010,2025-08-26,Екатеринбург,Самара,Авто,382.8,3,3,3661.75,В срок
SHP002628,2025-10-20,Москва,Екатеринбург,Авиа,155.3,2,2,10593.69,В срок
SHP003427,2025-05-12,Санкт-Петербург,Новосибирск,Железная дорога,77.7,7,7,6193.94,В срок
SHP001851,2025-12-31,Москва,Санкт-Петербург,Авто,220.6,3,3,2480.83,В срок
SHP002613,2025-02-19,Казань,Ростов-на-Дону,Авиа,325.8,2,5,10445.8,Задержка
SHP003023,2025-10-24,Москва,Пермь,Авто,928.0,4,4,5272.98,В срок
SHP000150,2025-06-21,Санкт-Петербург,Пермь,Авиа,125.6,2,2,10546.12,В срок
SHP002778,2025-06-15,Санкт-Петербург,Ростов-на-Дону,Железная дорога,220.1,5,5,4382.39,В срок
SHP004221,2025-09-26,Санкт-Петербург,Ростов-на-Дону,Авто,78.9,4,4,4046.42,В срок
SHP008082,2025-04-07,Санкт-Петербург,Самара,Железная дорога,145.8,4,4,3698.67,В срок
SHP005406,2025-01-23,Казань,Пермь,Авто,276.1,2,1,2512.26,В срок
SHP003218,2025-10-30,Екатеринбург,Ростов-на-Дону,Железная дорога,403.0,5,5,5080.77,В срок
SHP009109,10.04.2025,Москва,Самара,Железная дорога,136.5,4,6,3096.22,Задержка
SHP000320,2025-09-21,Санкт-Петербург,Казань,Авто,117.2,4,7,3712.07,Задержка
SHP005850,2025-10-26,Новосибирск,Казань,Авиа,321.4,3,3,13551.43,В срок
SHP007885,2025-04-08,Москва,Екатеринбург,Железная дорога,465.7,4,4,3588.12,В срок
SHP004615,2025-09-13,Москва,Санкт-Петербург,Авто,688.2,3,3,4027.95,В срок
SHP006429,2025-12-16,Москва,Казань,Авто,115.2,3,3,-100.0,В срок
SHP001484,2025-05-04,Санкт-Петербург,Ростов-на-Дону,Авиа,340.6,2,2,13363.18,В срок
SHP003421,2025-12-19,Москва,Нижний Новгород,Авто,95.3,2,2,1818.44,В срок
SHP005838,2025-05-25,Москва,Ростов-на-Дону,Авиа,422.4,2,2,8959.76,В срок
SHP007304,2025-08-25,Москва,Нижний Новгород,Авто,155.3,2,2,1975.16,В срок
SHP003594,2025-01-18,Казань,Пермь,Железная дорога,244.7,3,3,2562.9,В срок
SHP009093,2025-11-18,Москва,Нижний Новгород,Авто,123.9,2,6,1760.06,Задержка
SHP007623,2025-08-08,Москва,Санкт-Петербург,Авто,295.4,3,3,2943.01,В срок
SHP005200,2025-03-17,Санкт-Петербург,Нижний Новгород,Авиа,261.4,2,2,8627.97,В срок
SHP004979,2025-09-15,Москва,Пермь,,1082.0,2,2,12235.38,В срок
SHP000914,2025-08-23,Москва,Новосибирск,Железная дорога,,6,6,4565.79,В срок
SHP003408,2025-11-01,Санкт-Петербург,Казань,Авто,362.7,4,5,4458.51,Задержка
SHP002974,2025-05-04,Екатеринбург,Нижний Новгород,Железная дорога,98.1,4,4,2939.36,В срок
SHP007970,2025-10-15,Санкт-Петербург,Нижний Новгород,Авто,131.3,3,7,3114.85,Задержка
SHP000048,2025-07-30,Москва,Казань,Авто,85.0,3,3,2524.27,В срок
SHP000361,2025-04-15,Екатеринбург,Самара,Авто,76.5,3,3,2303.6,В срок
SHP003554,2025-09-05,Екатеринбург,Казань,Авто,530.4,3,5,3644.56,Задержка
SHP001728,2025-06-09,Казань,Москва,Авто,183.7,3,3,3096.03,В срок
SHP000121,2025-01-05,Москва,Уфа,Авто,174.0,4,4,3697.77,В срок
SHP008045,2025-10-16,Москва,Пермь,Железная дорога,294.1,4,4,3081.38,В срок
SHP000708,2025-04-18,Москва,Ростов-на-Дону,Авто,401.5,3,3,3573.32,В срок
SHP001871,2025-06-01,Санкт-Петербург,Казань,Железная дорога,407.2,4,6,3114.46,Задержка
SHP006433,2025-06-25,Москва,Самара,Авиа,89.6,2,2,7667.14,В срок
SHP006608,2025-08-24,Новосибирск,Казань,Авиа,160.1,3,3,13657.16,В срок
SHP006699,2025-01-10,Казань,Новосибирск,Авиа,560.1,3,3,14303.26,В срок
SHP009255,2025-09-15,Санкт-Петербург,Нижний Новгород,Авто,372.4,3,3,3995.0,В срок
SHP001652,2025-12-09,Москва,Пермь,Авиа,382.9,2,2,10194.34,В срок
SHP003052,2025-11-12,Новосибирск,Санкт-Петербург,Железная дорога,78.3,7,7,6381.34,В срок
SHP007569,2025-12-23,Санкт-Петербург,Ростов-на-Дону,Железная дорога,133.4,5,5,3893.22,В срок
SHP008678,2025-04-02,Москва,Ростов-на-Дону,Авиа,167.4,2,2,7952.91,В срок
SHP004040,2025-01-08,Москва,Новосибирск,Авиа,169.9,3,4,18136.1,Задержка
SHP003532,2025-06-19,Москва,Новосибирск,Авиа,582.2,3,3,19340.87,В срок
SHP005364,2025-10-27,Санкт-Петербург,Пермь,Железная дорога,228.3,5,5,3808.97,В срок
SHP009666,2025-01-27,Новосибирск,Уфа,Авто,340.0,5,6,5012.37,Задержка
SHP008418,2025-08-23,Санкт-Петербург,Самара,Железная дорога,460.2,4,4,4259.09,В срок
SHP009584,2025-01-22,Москва,Самара,Железная дорога,193.1,4,8,2828.1,Задержка
SHP002246,2025-09-05,Москва,Екатеринбург,Железная дорога,375.2,4,3,3401.65,В срок
SHP001904,2025-10-19,Екатеринбург,Казань,Железная дорога,168.6,3,3,,В срок
SHP003053,2025-02-02,Казань,Санкт-Петербург,Железная дорога,238.8,4,6,3692.34,Задержка
SHP006715,2025-08-24,Санкт-Петербург,Ростов-на-Дону,Железная дорога,411.6,5,5,4074.17,В срок
SHP008245,2025-02-27,Санкт-Петербург,Самара,Авиа,551.4,2,2,12084.87,В срок
SHP006758,2025-10-30,Екатеринбург,Нижний Новгород,Авто,1318.6,3,3,6548.12,В срок
SHP007720,2025-04-26,Москва,Екатеринбург,Железная дорога,621.8,4,3,4526.58,В срок
SHP008150,2025-11-07,Екатеринбург,Пермь,Авто,134.4,2,2,1951.18,В срок
SHP007216,2025-10-05,Екатеринбург,Казань,Авто,740.8,3,4,4555.11,Задержка
SHP006188,2025-02-17,Екатеринбург,Уфа,Железная дорога,116.3,3,3,1930.44,В срок
SHP009423,2025-08-12,Санкт-Петербург,Ростов-на-Дону,авто ,914.6,4,4,5903.37,В срок
SHP004866,2025-07-26,Екатеринбург,Новосибирск,Авиа,415.4,2,2,10864.25,В срок
SHP002280,2025-06-20,Москва,Новосибирск,Железная дорога,259.3,6,6,5732.77,В срок
SHP009616,2025-06-29,Москва,Самара,Авиа,255.2,2,3,8063.39,Задержка
SHP004867,2025-03-16,Москва,Пермь,Железная дорога,151.5,4,8,3574.71,Задержка
SHP009892,2025-01-04,Екатеринбург,Пермь,Авто,224.1,2,3,1917.52,Задержка
SHP004260,2025-12-15,Москва,Екатеринбург,Авто,187.2,4,4,3961.77,В срок
SHP004016,2025-08-15,Казань,Санкт-Петербург,Авто,379.7,4,4,4293.12,В срок
SHP003687,2025-05-11,Москва,Нижний Новгород,Авто,116.9,2,2,1757.66,Задержка
SHP008093,2025-12-24,Новосибирск,Москва,Авиа,271.7,3,3,17450.82,В срок
SHP006175,2025-02-10,Москва,Санкт-Петербург,Железная дорога,418.2,3,3,2830.89,В срок
SHP005172,2025-09-10,Санкт-Петербург,Нижний Новгород,Железная дорога,393.3,4,4,3055.25,В срок
SHP009236,2025-10-28,Москва,Пермь,Железная дорога,682.6,4,4,3968.74,В срок
SHP002318,2025-10-06,новосибирск ,Пермь,Авиа,141.7,2,2,10471.16,В срок
SHP005852,2025-08-05,Казань,Уфа,Авто,580.9,2,2,3049.97,В срок
SHP004083,2025-08-30,Екатеринбург,Казань,Авто,280.0,3,3,3047.23,В срок
SHP006869,2025-12-10,Москва,Казань,Авто,375.1,3,3,3460.89,В срок
SHP000209,2025-08-08,Москва,Пермь,Железная дорога,385.0,4,7,3730.42,Задержка
SHP002060,2025-03-01,Новосибирск,Москва,Железная дорога,84.1,6,5,5189.86,В срок
SHP000002,2025-03-12,Москва,Ростов-на-Дону,Авто,546.9,3,3,4130.83,В срок
