contact_id,contact_date,channel,campaign_type,customer_segment,device_type,ad_cost_rub,clicked,converted,revenue_rub
MKT001746,2025-09-23,Поисковая реклама,Программа лояльности,Лояльный,Компьютер,14.8,0,0,0.0
MKT007821,2025-02-05,Поисковая реклама,Новый продукт,Повторный,Мобильное устройство,20.32,0,0,0.0
MKT007124,2025-12-23,Поисковая реклама,Сезонная акция,Повторный,Мобильное устройство,15.88,0,0,0.0
MKT000271,2025-07-07,Поисковая реклама,Программа лояльности,Повторный,Мобильное устройство,10.92,1,0,0.0
MKT005120,2025-01-27,Push,Новый продукт,Повторный,Мобильное устройство,1.8,0,0,0.0
MKT002372,2025-10-18,Push,Ретаргетинг,Лояльный,Мобильное устройство,1.5,0,0,0.0
MKT006961,2025-08-16,Push,Ретаргетинг,Лояльный,Мобильное устройство,1.12,0,0,0.0
MKT008497,2025-05-18,Поисковая реклама,Новый продукт,Повторный,мобильное ,30.29,0,0,0.0
MKT008280,2025-12-30,Социальные сети,Имиджевая кампания,Новый,Компьютер,9.87,0,0,0.0
MKT001964,2025-05-22,Социальные сети,Новый продукт,Повторный,Мобильное устройство,10.17,0,0,0.0
MKT007012,2025-02-26,Социальные сети,Имиджевая кампания,Лояльный,Мобильное устройство,10.15,0,0,0.0
MKT007343,2025-07-18,Социальные сети,Сезонная акция,Новый,Мобильное устройство,13.44,0,0,0.0
MKT006809,2025-04-13,Социальные сети,Имиджевая кампания,Новый,Мобильное устройство,11.48,0,0,0.0
MKT005675,2025-05-02,Поисковая реклама,Новый продукт,Лояльный,Мобильное устройство,32.74,0,0,0.0
MKT006557,2025-07-10,Email,Сезонная акция,Новый,Мобильное устройство,2.69,0,0,0.0
MKT000651,2025-04-06,Поисковая реклама,Сезонная акция,Повторный,Мобильное устройство,22.86,0,0,0.0
MKT005611,2025-09-07,Email,Ретаргетинг,Новый,Мобильное устройство,2.33,0,0,0.0
MKT009558,2025-10-19,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,5.58,1,1,3558.5
MKT002287,2025-11-02,Email,Сезонная акция,Повторный,Компьютер,2.38,0,0,0.0
MKT005793,2025-10-15,Поисковая реклама,Новый продукт,Повторный,Мобильное устройство,18.92,0,0,0.0
MKT006336,2025-03-29,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,5.73,0,0,0.0
MKT005470,2025-12-27,Email,Программа лояльности,Повторный,Компьютер,1.16,0,0,0.0
MKT005943,2025-05-01,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,20.91,0,0,0.0
MKT008391,2025-01-05,Email,Имиджевая кампания,Новый,Компьютер,1.78,0,0,0.0
MKT007303,2025-10-08,Социальные сети,Сезонная акция,Повторный,Компьютер,11.11,0,0,0.0
MKT000614,2025-10-24,соцсети,Сезонная акция,Новый,Мобильное устройство,9.79,0,0,0.0
MKT008533,2025-03-04,Push,Сезонная акция,Новый,Компьютер,1.5,0,0,0.0
MKT000298,2025-01-30,Медийная реклама,Ретаргетинг,Повторный,Планшет,6.36,0,0,0.0
MKT000223,2025-06-06,Медийная реклама,Имиджевая кампания,Повторный,Компьютер,5.7,0,0,0.0
MKT008206,2025-10-22,Push,Программа лояльности,Лояльный,Мобильное устройство,1.64,0,0,0.0
MKT001054,2025-07-31,Email,Новый продукт,Повторный,Мобильное устройство,2.14,1,0,0.0
MKT001049,2025-03-09,Email,Ретаргетинг,Повторный,Компьютер,2.34,0,0,0.0
MKT003487,2025-08-02,Поисковая реклама,Новый продукт,Повторный,Компьютер,19.66,0,0,0.0
MKT008108,2025-07-18,Email,Программа лояльности,Новый,Компьютер,1.76,0,0,0.0
MKT007378,2025-03-19,Медийная реклама,Ретаргетинг,Лояльный,Компьютер,4.76,0,0,0.0
MKT007798,2025-01-27,Email,Программа лояльности,Повторный,Мобильное устройство,1.12,0,0,0.0
MKT000260,2025-03-03,Email,Ретаргетинг,Повторный,Мобильное устройство,1.76,0,0,0.0
MKT005219,2025-02-10,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,22.85,0,0,0.0
MKT000642,2025-07-26,Социальные сети,Программа лояльности,Лояльный,Мобильное устройство,11.93,0,0,0.0
MKT003223,2025-01-08,Медийная реклама,Имиджевая кампания,Повторный,Компьютер,7.78,1,0,0.0
MKT002747,2025-03-04,Социальные сети,Имиджевая кампания,Новый,Компьютер,10.09,0,0,0.0
MKT001458,2025-09-03,Социальные сети,Сезонная акция,Повторный,Компьютер,10.03,0,0,0.0
MKT001945,2025-06-08,Push,Программа лояльности,Лояльный,Компьютер,1.01,0,0,0.0
MKT009084,2025-11-01,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,10.16,1,0,0.0
MKT006277,2025-11-16,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,11.14,0,0,0.0
MKT007557,2025-08-02,Поисковая реклама,Сезонная акция,Новый,Компьютер,23.61,1,0,0.0
MKT007663,2025-02-22,Push,Имиджевая кампания,Повторный,Компьютер,1.36,0,0,0.0
MKT005985,2025-07-03,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,7.94,0,0,0.0
MKT006341,2025-10-10,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,19.8,0,0,0.0
MKT006562,2025-11-18,Поисковая реклама,Ретаргетинг,Повторный,Компьютер,20.4,0,1,0.0
MKT005027,07.12.2025,Медийная реклама,Ретаргетинг,Повторный,Компьютер,8.04,0,0,0.0
MKT006680,2025-05-03,Социальные сети,Новый продукт,Новый,Планшет,13.06,0,0,0.0
MKT001301,2025-09-29,Социальные сети,Новый продукт,Новый,Мобильное устройство,9.43,0,0,0.0
MKT005382,2025-03-12,Медийная реклама,Программа лояльности,Новый,Мобильное устройство,3.96,0,0,0.0
MKT009196,2025-11-09,Email,Ретаргетинг,Новый,Компьютер,1.56,0,0,0.0
MKT000237,2025-11-11,Поисковая реклама,Новый продукт,Новый,Планшет,15.23,0,0,0.0
MKT006195,2025-01-30,Push,Новый продукт,Лояльный,Планшет,1.64,0,0,0.0
MKT000191,2025-02-23,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,9.21,0,0,0.0
MKT000577,2025-12-18,Поисковая реклама,Сезонная акция,Повторный,Мобильное устройство,13.24,0,0,0.0
MKT004614,2025-01-16,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,7.33,0,0,0.0
MKT006293,2025-08-14,Социальные сети,Новый продукт,Новый,Мобильное устройство,16.95,0,0,0.0
MKT008555,2025-02-27,Медийная реклама,Сезонная акция,Повторный,Мобильное устройство,6.56,0,0,0.0
MKT003103,2025-04-05,Push,Сезонная акция,Повторный,Компьютер,1.84,0,0,0.0
MKT003006,2025-05-07,Email,Сезонная акция,Повторный,Мобильное устройство,1.84,0,0,0.0
MKT009335,2025-10-09,Email,Новый продукт,Новый,Мобильное устройство,1.7,0,0,0.0
MKT006115,2025-10-15,Социальные сети,Программа лояльности,Лояльный,Компьютер,6.43,0,0,0.0
MKT009188,2025-08-30,Email,Программа лояльности,Повторный,Мобильное устройство,1.89,1,1,8033.65
MKT002389,2025-03-11,Поисковая реклама,Программа лояльности,Лояльный,Мобильное устройство,17.41,0,0,0.0
MKT004790,2025-11-22,Поисковая реклама,Программа лояльности,Новый,Мобильное устройство,13.36,0,0,0.0
MKT000080,2025-07-21,Социальные сети,Программа лояльности,Повторный,Компьютер,9.91,0,0,0.0
MKT002033,2025-10-10,Email,Сезонная акция,Повторный,Мобильное устройство,1.82,0,0,0.0
MKT007891,2025-07-06,Поисковая реклама,Новый продукт,Лояльный,Компьютер,21.0,0,0,0.0
MKT005647,2025-10-25,Email,Новый продукт,Новый,Компьютер,2.31,0,0,0.0
MKT000717,2025-02-23,Социальные сети,Программа лояльности,Новый,Компьютер,6.73,0,0,0.0
MKT002803,2025-04-06,Email,Сезонная акция,Новый,Компьютер,2.06,0,0,0.0
MKT000507,2025-10-25,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,22.46,0,0,0.0
MKT009059,2025-04-04,Email,Ретаргетинг,Повторный,Компьютер,2.03,0,0,0.0
MKT006556,2025-07-26,Email,Ретаргетинг,Новый,Мобильное устройство,1.78,0,0,0.0
MKT002482,2025-12-12,Email,Программа лояльности,Повторный,Мобильное устройство,2.19,0,0,0.0
MKT001683,2025-08-03,Медийная реклама,Ретаргетинг,Новый,Компьютер,6.5,0,0,0.0
MKT004824,2025-04-18,Поисковая реклама,Новый продукт,Лояльный,Компьютер,30.02,0,0,0.0
MKT007275,2025-03-10,Медийная реклама,Программа лояльности,Новый,Мобильное устройство,3.66,1,0,0.0
MKT004505,2025-10-07,Email,Новый продукт,Повторный,Компьютер,1.28,0,0,0.0
MKT009437,2025-10-20,Email,Имиджевая кампания,Новый,Компьютер,1.83,0,0,0.0
MKT005053,2025-07-26,Push,Ретаргетинг,Новый,Планшет,1.18,0,0,0.0
MKT009942,2025-10-27,Email,Имиджевая кампания,Повторный,Мобильное устройство,1.22,0,0,0.0
MKT007970,2025-01-26,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,9.75,1,0,0.0
MKT009579,2025-10-30,Поисковая реклама,Программа лояльности,Новый,Мобильное устройство,13.72,0,0,0.0
MKT002927,2025-04-03,Поисковая реклама,Ретаргетинг,Лояльный,Мобильное устройство,18.41,0,0,0.0
MKT006949,2025-04-30,Социальные сети,Сезонная акция,Повторный,Компьютер,11.52,0,0,0.0
MKT004990,2025-11-23,Социальные сети,Сезонная акция,Лояльный,Мобильное устройство,15.07,0,0,0.0
MKT000170,2025-01-07,Email,Имиджевая кампания,Лояльный,Планшет,2.14,0,0,0.0
MKT005594,2025-12-24,Поисковая реклама,Программа лояльности,Лояльный,Компьютер,15.05,0,0,0.0
MKT005346,2025-11-15,Email,Сезонная акция,Новый,Мобильное устройство,2.15,0,0,0.0
MKT008418,2025-12-17,Push,Новый продукт,Повторный,Мобильное устройство,2.18,1,0,0.0
MKT009213,2025-02-12,Поисковая реклама,Программа лояльности,Повторный,Мобильное устройство,13.49,1,0,0.0
MKT003489,2025-03-22,Email,Сезонная акция,Новый,Компьютер,3.17,0,0,0.0
MKT007204,2025-05-31,Поисковая реклама,Программа лояльности,Повторный,Мобильное устройство,23.93,0,0,0.0
MKT009421,2025-09-07,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,23.42,0,0,0.0
MKT006619,2025-08-05,Email,Сезонная акция,Новый,Мобильное устройство,3.82,1,1,3100.11
MKT008592,2025-11-02,Push,Новый продукт,Лояльный,Мобильное устройство,1.57,0,0,0.0
MKT002440,2025-01-05,Поисковая реклама,Новый продукт,Новый,Мобильное устройство,30.89,0,0,0.0
MKT006630,2025-09-15,Социальные сети,Ретаргетинг,Лояльный,Мобильное устройство,8.36,0,0,0.0
MKT006311,2025-04-29,Email,Ретаргетинг,Повторный,Мобильное устройство,1.67,0,0,0.0
MKT001447,2025-11-10,Email,Программа лояльности,Лояльный,Компьютер,1.95,0,0,0.0
MKT008346,2025-03-02,Поисковая реклама,Сезонная акция,Новый,Планшет,15.73,0,0,0.0
MKT001167,2025-03-19,Push,Программа лояльности,Лояльный,Компьютер,1.09,0,0,0.0
MKT008964,2025-07-20,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,25.83,0,0,0.0
MKT001433,2025-10-23,Медийная реклама,Имиджевая кампания,Новый,Компьютер,7.68,0,0,0.0
MKT001866,2025-07-04,Социальные сети,Сезонная акция,Новый,Компьютер,8.91,0,0,0.0
MKT009292,2025-11-14,Email,Сезонная акция,Повторный,Мобильное устройство,3.25,0,0,0.0
MKT009967,2025-10-03,Push,Новый продукт,Новый,Мобильное устройство,1.96,0,0,0.0
MKT001494,2025-11-12,Email,Сезонная акция,Повторный,Компьютер,2.57,1,0,0.0
MKT006417,2025-04-14,Email,Сезонная акция,Повторный,Компьютер,2.41,0,0,0.0
MKT007908,2025-11-27,Push,Новый продукт,Лояльный,Компьютер,1.69,0,0,0.0
MKT005946,2025-05-28,Push,Сезонная акция,Новый,Мобильное устройство,1.96,0,0,0.0
MKT008572,2025-12-08,Email,Программа лояльности,Повторный,Компьютер,1.87,0,0,0.0
MKT009101,2025-12-23,Медийная реклама,Ретаргетинг,Повторный,Мобильное устройство,5.97,0,0,0.0
MKT008142,2025-12-19,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,20.26,1,0,0.0
MKT000780,2025-11-27,Email,Имиджевая кампания,Повторный,Мобильное устройство,2.6,0,0,0.0
MKT006578,2025-02-23,Социальные сети,Новый продукт,Новый,Мобильное устройство,11.28,0,0,0.0
MKT007438,2025-10-30,Поисковая реклама,Ретаргетинг,Новый,Мобильное устройство,18.14,0,0,0.0
MKT006325,2025-11-12,Социальные сети,Новый продукт,Новый,Мобильное устройство,9.92,0,0,0.0
MKT003757,2025-07-26,Социальные сети,Программа лояльности,Повторный,Компьютер,6.74,1,0,0.0
MKT002462,2025-11-30,Email,Ретаргетинг,Повторный,Мобильное устройство,1.78,0,0,0.0
MKT001674,2025-12-15,Email,Ретаргетинг,Повторный,Мобильное устройство,2.37,1,1,5005.47
MKT000786,2025-04-16,Поисковая реклама,Новый продукт,Лояльный,Мобильное устройство,28.26,0,0,0.0
MKT000347,2025-01-11,Поисковая реклама,Сезонная акция,Повторный,Компьютер,21.57,0,0,0.0
MKT002586,2025-10-10,Поисковая реклама,Новый продукт,Повторный,Мобильное устройство,26.2,1,0,0.0
MKT007377,2025-07-15,Поисковая реклама,Ретаргетинг,Лояльный,Компьютер,20.01,1,0,0.0
MKT002897,2025-07-20,Поисковая реклама,Программа лояльности,Повторный,Мобильное устройство,14.01,0,0,0.0
MKT004630,2025-05-21,Медийная реклама,Программа лояльности,Лояльный,Мобильное устройство,4.76,0,0,0.0
MKT000770,2025-01-29,Поисковая реклама,Ретаргетинг,Повторный,Мобильное устройство,12.28,0,0,0.0
MKT009171,2025-01-12,Email,Сезонная акция,Повторный,Мобильное устройство,2.03,0,0,0.0
MKT007284,2025-01-04,Медийная реклама,Новый продукт,Повторный,Компьютер,5.43,0,0,0.0
MKT004017,2025-12-27,Email,Имиджевая кампания,Лояльный,Мобильное устройство,2.54,0,0,0.0
MKT005696,2025-07-15,Медийная реклама,Ретаргетинг,Повторный,Компьютер,4.54,0,0,0.0
MKT001633,2025-06-21,Социальные сети,Ретаргетинг,Лояльный,Компьютер,9.78,0,0,0.0
MKT002009,2025-08-06,Push,Ретаргетинг,Новый,Компьютер,1.26,0,0,0.0
MKT002055,2025-09-08,Социальные сети,Программа лояльности,Повторный,Компьютер,11.45,0,0,0.0
MKT001332,2025-07-17,Email,Программа лояльности,Лояльный,Компьютер,2.31,0,0,0.0
MKT005263,2025-09-12,Email,Сезонная акция,Новый,Мобильное устройство,3.18,0,0,0.0
MKT000831,2025-04-13,Push,Имиджевая кампания,Новый,Мобильное устройство,2.45,1,1,3581.4
MKT009937,2025-08-02,Push,Программа лояльности,Новый,Компьютер,1.05,0,0,-100.0
MKT007215,2025-05-07,Email,Сезонная акция,Повторный,Мобильное устройство,1.91,0,0,0.0
MKT008396,2025-12-17, email ,Сезонная акция,Повторный,Мобильное устройство,3.27,0,0,0.0
MKT000252,2025-04-15,Социальные сети,Программа лояльности,Лояльный,Мобильное устройство,6.52,0,0,0.0
MKT000139,2025-05-07,Email,Сезонная акция,Лояльный,Компьютер,1.75,0,0,0.0
MKT003714,2025-12-12,Социальные сети,Новый продукт,Повторный,Компьютер,15.96,0,0,0.0
MKT006297,2025-10-12,Медийная реклама,Программа лояльности,Лояльный,Компьютер,4.92,0,0,0.0
MKT008577,2025-12-17,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,8.03,0,0,0.0
MKT004927,2025-09-20,Email,Имиджевая кампания,Лояльный,Компьютер,2.08,0,0,0.0
MKT002290,2025-01-05,Push,Имиджевая кампания,Новый,Мобильное устройство,1.52,0,0,0.0
MKT002371,2025-09-05,Email,Новый продукт,Повторный,Мобильное устройство,2.11,0,2,0.0
MKT003028,2025-03-31,Email,Сезонная акция,Новый,Мобильное устройство,2.8,1,0,0.0
MKT004104,2025-07-17,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,26.54,0,0,0.0
MKT003958,2025-10-14,Медийная реклама,Ретаргетинг,Лояльный,Мобильное устройство,6.11,0,0,0.0
MKT006162,2025-08-30,Медийная реклама,Имиджевая кампания,Повторный,Мобильное устройство,7.31,0,0,0.0
MKT007540,2025-06-23,Email,Новый продукт,Лояльный,Мобильное устройство,3.33,0,0,0.0
MKT003138,2025-02-13,Email,Имиджевая кампания,Новый,Мобильное устройство,2.33,0,0,0.0
MKT004767,2025-06-19,Push,Новый продукт,Повторный,Компьютер,2.76,0,0,0.0
MKT001584,2025-10-04,Email,Новый продукт,Новый,Мобильное устройство,2.4,0,0,0.0
MKT002959,2025-04-08,Email,Программа лояльности,Повторный,Мобильное устройство,1.97,0,0,0.0
MKT004208,2025-01-03,Поисковая реклама,Ретаргетинг,Повторный,Мобильное устройство,17.78,1,0,0.0
MKT000765,2025-03-13,Поисковая реклама,Новый продукт,Повторный,Мобильное устройство,25.84,0,0,0.0
MKT006761,2025-03-01,Медийная реклама,Ретаргетинг,Лояльный,Мобильное устройство,5.18,0,0,0.0
MKT008890,2025-09-11,Email,Новый продукт,Повторный,Мобильное устройство,1.9,1,0,0.0
MKT004582,2025-06-06,Социальные сети,Имиджевая кампания,Новый,Мобильное устройство,10.11,0,0,0.0
MKT001343,2025-04-01,Социальные сети,Новый продукт,Новый,Компьютер,7.7,0,0,0.0
MKT000443,2025-06-01,Социальные сети,НОВЫЙ ПРОДУКТ,Повторный,Компьютер,8.5,0,0,0.0
MKT003118,2025-06-28,Социальные сети,Программа лояльности,Повторный,Мобильное устройство,7.11,0,0,0.0
MKT001495,2025-09-26,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,9.36,0,0,0.0
MKT006133,2025-05-25,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,8.88,0,0,0.0
MKT008275,2025-04-19,Email,Ретаргетинг,Новый,Мобильное устройство,2.58,0,0,0.0
MKT003673,2025-09-08,Email,Сезонная акция,Повторный,Мобильное устройство,2.49,0,0,0.0
MKT004627,2025-12-23,Push,Новый продукт,Лояльный,Компьютер,2.41,1,0,0.0
MKT000122,2025-12-12,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,20.83,0,0,0.0
MKT009955,2025-04-03,Push,Сезонная акция,Повторный,Мобильное устройство,1.67,0,0,0.0
MKT003742,2025-11-07,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,8.26,0,0,0.0
MKT009495,2025-10-09,Социальные сети,Имиджевая кампания,Лояльный,Компьютер,11.5,0,0,0.0
MKT002157,2025-10-08,Медийная реклама,Программа лояльности,Лояльный,Компьютер,5.2,0,0,0.0
MKT005434,2025-10-04,Email,Сезонная акция,Повторный,Мобильное устройство,2.1,0,0,0.0
MKT002730,2025-07-06,Поисковая реклама,Ретаргетинг,Повторный,Компьютер,18.34,0,0,0.0
MKT003644,2025-08-10,Push,Сезонная акция,Повторный,Мобильное устройство,1.01,0,0,0.0
MKT005430,2025-02-27,Email,Сезонная акция,Повторный,Компьютер,1.76,0,0,0.0
MKT008911,2025-05-31,Email,Новый продукт,Повторный,Мобильное устройство,2.69,0,0,0.0
MKT003783,2025-09-23,Социальные сети,Сезонная акция,Новый,Мобильное устройство,13.96,0,0,0.0
MKT007101,2025-03-06,Email,Имиджевая кампания,Повторный,Компьютер,2.93,0,0,0.0
MKT000948,2025-12-01,Email,Новый продукт,Новый,Компьютер,2.43,0,0,0.0
MKT000172,2025-02-23,Push,Новый продукт,Лояльный,Мобильное устройство,2.49,0,0,0.0
MKT004147,2025-04-28,Социальные сети,Имиджевая кампания,Повторный,Мобильное устройство,6.67,0,0,0.0
MKT003650,2025-07-08,Поисковая реклама,Новый продукт,Повторный,Мобильное устройство,16.03,0,0,0.0
MKT005137,2025-10-01,Email,Сезонная акция,Новый,Компьютер,2.07,0,0,0.0
MKT002225,2025-10-25,Социальные сети,Имиджевая кампания,Повторный,Мобильное устройство,8.85,0,0,0.0
MKT001611,2025-01-16,Медийная реклама,Новый продукт,Лояльный,Мобильное устройство,5.63,0,0,0.0
MKT006863,2025-01-31,Push,Сезонная акция,Новый,Компьютер,1.88,0,0,0.0
MKT005832,2025-10-08,Медийная реклама,Имиджевая кампания,Повторный,Мобильное устройство,4.85,0,0,0.0
MKT000329,2025-01-24,Поисковая реклама,Сезонная акция,Повторный,Компьютер,34.98,0,0,0.0
MKT009009,2025-09-24,,Ретаргетинг,Лояльный,Мобильное устройство,1.83,0,0,0.0
MKT009807,2025-09-23,Медийная реклама,Программа лояльности,Повторный,Мобильное устройство,5.37,0,0,0.0
MKT004423,2025-03-01,Медийная реклама,Новый продукт,Лояльный,Компьютер,5.29,1,0,0.0
MKT002655,2025-03-18,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,13.02,0,0,0.0
MKT009332,2025-09-16,Поисковая реклама,Программа лояльности,Повторный,Мобильное устройство,13.37,1,0,0.0
MKT001304,2025-11-11,Email,Сезонная акция,Новый,Мобильное устройство,2.27,2,0,0.0
MKT003885,06.03.2025,Email,Программа лояльности,Повторный,Мобильное устройство,2.25,0,0,0.0
MKT008817,2025-03-23,Поисковая реклама,Сезонная акция,Повторный,Планшет,21.58,0,0,0.0
MKT001741,2025-07-11,Поисковая реклама,Новый продукт,Повторный,Компьютер,26.09,0,0,0.0
MKT001285,2025-02-16,Email,Ретаргетинг,Новый,Компьютер,2.49,0,0,0.0
MKT000047,2025-06-13,Push,Ретаргетинг,Лояльный,Мобильное устройство,1.04,0,0,0.0
MKT000124,2025-10-13,Поисковая реклама,Сезонная акция,Новый,Компьютер,14.62,0,0,0.0
MKT008628,2025-04-02,Медийная реклама,Имиджевая кампания,Повторный,Мобильное устройство,5.0,0,0,0.0
MKT003042,2025-10-05,Email,Сезонная акция,Лояльный,Мобильное устройство,2.09,0,0,0.0
MKT009716,2025-05-01,Email,Ретаргетинг,Повторный,Мобильное устройство,2.2,0,0,0.0
MKT005286,2025-09-08,Поисковая реклама,Ретаргетинг,Новый,Компьютер,13.37,0,0,0.0
MKT003641,2025-08-07,Поисковая реклама,Сезонная акция,Лояльный,Мобильное устройство,13.3,1,0,0.0
MKT003865,2025-02-13,Медийная реклама,Новый продукт,Повторный,Мобильное устройство,7.76,0,0,0.0
MKT008810,2025-07-04,Социальные сети,Имиджевая кампания,Новый,Мобильное устройство,10.44,0,0,0.0
MKT008270,2025-02-01,Поисковая реклама,Сезонная акция,Новый,Мобильное устройство,29.89,0,0,0.0
MKT001692,2025-08-16,Email,Сезонная акция,Лояльный,Мобильное устройство,2.5,0,0,0.0
MKT000681,2025-11-18,Медийная реклама,Имиджевая кампания,Новый,Мобильное устройство,7.65,0,0,0.0
MKT002176,2025-03-15,Push,Ретаргетинг,Новый,Мобильное устройство,1.54,1,0,0.0
MKT001523,2025-08-16,Медийная реклама,Программа лояльности,Новый,Мобильное устройство,5.94,0,0,0.0
MKT000161,2025-01-28,Поисковая реклама,Новый продукт,Повторный,Мобильное устройство,35.62,0,0,0.0
MKT001985,2025-07-15,Социальные сети,Новый продукт,Повторный,Мобильное устройство,9.44,0,0,0.0
MKT003349,2025-11-12,Email,Новый продукт,Лояльный,Компьютер,2.45,0,0,0.0
MKT006326,2025-03-19,Медийная реклама,Имиджевая кампания,Новый,Мобильное устройство,5.51,0,0,0.0
MKT008549,2025-04-03,Email,Ретаргетинг,Лояльный,Компьютер,1.75,0,0,0.0
MKT008838,2025-11-17,Социальные сети,Имиджевая кампания,Новый,Мобильное устройство,8.92,0,0,0.0
MKT000501,2025-09-10,Email,Ретаргетинг,Лояльный,Мобильное устройство,2.15,1,0,0.0
MKT003089,2025-08-01,Социальные сети,Ретаргетинг,Лояльный,Мобильное устройство,8.58,0,0,0.0
MKT004041,2025-08-17,Поисковая реклама,Имиджевая кампания,Новый,Компьютер,15.06,1,0,0.0
MKT007162,2025-01-22,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,11.47,0,0,0.0
MKT007585,2025-07-25,Медийная реклама,Имиджевая кампания,Повторный,Компьютер,6.86,0,0,0.0
MKT009675,2025-06-06,Социальные сети,Сезонная акция,Новый,Мобильное устройство,8.68,0,0,0.0
MKT003057,2025-11-05,Email,Имиджевая кампания,Лояльный,Мобильное устройство,2.69,0,0,0.0
MKT002569,2025-03-15,Email,Программа лояльности,Повторный,Мобильное устройство,2.08,0,0,0.0
MKT003700,2025-10-21,Социальные сети,Сезонная акция,Лояльный,Мобильное устройство,9.96,1,0,0.0
MKT003907,2025-05-19,Push,Ретаргетинг,Повторный,Мобильное устройство,1.41,0,0,0.0
MKT005019,2025-09-19,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,8.15,0,0,0.0
MKT008412,2025-10-22,Push,Имиджевая кампания,Повторный,Мобильное устройство,2.09,0,0,0.0
MKT007259,2025-09-18,Медийная реклама,Имиджевая кампания,Повторный,Мобильное устройство,7.16,0,0,0.0
MKT002443,2025-08-27,Социальные сети,Сезонная акция,Новый,Мобильное устройство,7.26,0,0,0.0
MKT004653,2025-12-27,Поисковая реклама,Новый продукт,Новый,Компьютер,20.72,0,0,0.0
MKT005501,2025-02-25,Push,Сезонная акция,Повторный,Мобильное устройство,2.12,0,0,0.0
MKT008000,2025-06-25,Социальные сети,Имиджевая кампания,Повторный,Мобильное устройство,13.0,0,0,0.0
MKT006812,2025-12-08,Поисковая реклама,Новый продукт,Повторный,Мобильное устройство,27.18,0,0,0.0
MKT007826,2025-12-20,Email,Сезонная акция,Повторный,Мобильное устройство,2.2,0,0,0.0
MKT000167,2025-07-26,Социальные сети,Ретаргетинг,Новый,Мобильное устройство,9.83,0,0,0.0
MKT009097,2025-04-20,Социальные сети,Ретаргетинг,Новый,Компьютер,7.5,0,0,0.0
MKT000318,2025-10-10,Медийная реклама,Имиджевая кампания,Новый,Мобильное устройство,5.5,0,0,0.0
MKT005999,2025-01-26,Email,Имиджевая кампания,Повторный,Мобильное устройство,1.89,0,0,0.0
MKT004914,2025-06-14,Социальные сети,Сезонная акция,Новый,Мобильное устройство,13.25,0,0,0.0
MKT002324,2025-06-25,Медийная реклама,Имиджевая кампания,Лояльный,Мобильное устройство,9.21,0,0,0.0
MKT001310,2025-07-05,Медийная реклама,Имиджевая кампания,Лояльный,Мобильное устройство,7.58,0,0,0.0
MKT009969,2025-06-12,Социальные сети,Новый продукт,Новый,Компьютер,7.35,0,0,0.0
MKT005769,2025-07-08,Поисковая реклама,Имиджевая кампания,Повторный,Компьютер,17.42,0,0,0.0
MKT000944,2025-12-25,Социальные сети,Ретаргетинг,Новый,Планшет,8.53,0,0,0.0
MKT009701,2025-01-31,Email,Новый продукт,Повторный,Мобильное устройство,3.04,0,0,0.0
MKT008974,2025-02-13,Социальные сети,Сезонная акция,Повторный,Мобильное устройство,9.0,0,0,
MKT007748,2025-08-27,Email,Имиджевая кампания,Новый,Компьютер,2.36,0,0,0.0
MKT007149,2025-02-19,Социальные сети,Ретаргетинг,Повторный,Компьютер,10.06,0,0,0.0
MKT006283,2025-04-03,Социальные сети,Сезонная акция,Новый,Мобильное устройство,11.02,0,0,0.0
MKT000919,2025-04-30,Социальные сети,Ретаргетинг,Новый,Компьютер,6.28,0,0,0.0
MKT001793,2025-04-15,Push,Ретаргетинг,Новый,Компьютер,1.45,0,0,0.0
MKT000783,2025-02-05,Социальные сети,Ретаргетинг,Повторный,Мобильное устройство,8.59,0,0,0.0
MKT009616,2025-03-13,Push,Сезонная акция,Новый,Компьютер,1.75,0,0,0.0
MKT009501,2025-09-27,Поисковая реклама,Программа лояльности,Лояльный,Планшет,14.67,0,0,0.0
